,lien,type de bien,nb de pièces,taille,carrez,prix,nom_ville,code_postal,nom_x,code_insee,code,nom_y,geometry,prix/m²
3986,https://www.paruvendu.fr/immobilier/vente/maison/maison-familiale-8-pieces-115m2-avec-5ch-stationnement-4/1262264695A1KIVHMN000,Maison,8,115,False,520000,Villejuif,94800,Villejuif,94076,94076,Villejuif,"POLYGON ((2.3711660804846 48.803985830563, 2.3713648055528 48.794953350338, 2.3757936004449 48.787977423714, 2.3672764992453 48.779373862747, 2.3548649775385 48.778712977243, 2.3454107267413 48.785338783026, 2.3441979171083 48.790760952199, 2.3438456890436 48.797661928567, 2.3477839079735 48.80149602923, 2.3672229478006 48.808032065507, 2.3711660804846 48.803985830563))",4521.7
3987,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-traversant-37m2-balcon-panorama-180-plein-o/1262905041A1KIVHAP000,Appartement,2,37,False,229000,Rueil-Malmaison,92500,Rueil-Malmaison,92063,92063,Rueil-Malmaison,"POLYGON ((2.1693486998328 48.895814931109, 2.1888907001829 48.885910447962, 2.2077596044291 48.874229260014, 2.211237554024 48.867935165388, 2.2035582947436 48.860628271362, 2.197861054676 48.85476232433, 2.1826126110062 48.851561694542, 2.159873072577 48.847719436355, 2.1543056853939 48.853048595931, 2.153758803524 48.864400185419, 2.1503913622101 48.870861640994, 2.15831848289 48.880606413153, 2.1693486998328 48.895814931109))",6189.2
3988,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-le-chesnay-2-piece-s-43-m2-vendu-loue/1259624115A1KIVHAP000,Appartement,2,43,False,219000,Le Chesnay,78150,Le Chesnay,78158,78158,Chesnay,"POLYGON ((2.1126748696983 48.828504932281, 2.1205388932484 48.836024413214, 2.1261249102964 48.835046343009, 2.1458671766002 48.836895096745, 2.148481478956 48.828486428999, 2.1397286229429 48.823565233709, 2.136219503616 48.815775378782, 2.1284523482341 48.815463580105, 2.1141359635827 48.821083996171, 2.1126748696983 48.828504932281))",5093.0
3990,https://www.paruvendu.fr/immobilier/vente/appartement/coup-de-coeur-pour-ce-2-pieces/1262903796A1KIVHAP000,Appartement,2,45,False,189000,Le Raincy,93340,Le Raincy,93062,93062,Raincy,"POLYGON ((2.5109183048268 48.901791502743, 2.5215042098511 48.903662538247, 2.532105690202 48.895233898225, 2.5181957754075 48.891176823628, 2.5125115662804 48.888972989404, 2.5076358962972 48.898516282798, 2.5109183048268 48.901791502743))",4200.0
3991,https://www.paruvendu.fr/immobilier/vente/maison/maison-villa-familiale-7-pieces-146-m2/1262903715A1KIVHMN000,Maison,7,146,False,298000,Dammarie-les-Lys,77190,Dammarie-les-Lys,77152,77152,Dammarie-les-Lys,"POLYGON ((2.6318702594838 48.527576606568, 2.6447034168684 48.534869854586, 2.6532811358955 48.523686417932, 2.6492876547107 48.506036442472, 2.641002818373 48.494505808028, 2.6340504566305 48.496951310911, 2.5857105506996 48.514807967956, 2.5878370844369 48.520576344473, 2.6007365001241 48.515828256936, 2.6110977298013 48.517647400011, 2.6318702594838 48.527576606568))",2041.1
3997,https://www.paruvendu.fr/immobilier/vente/maison/maison-de-bourg-avec-jardinet-et-garage/1261303470A1KIVHMN000,Maison,2,56,False,112000,La Ferté-sous-Jouarre,77260,La Ferté-sous-Jouarre,77183,77183,Ferté-sous-Jouarre,"POLYGON ((3.1405620410595 48.958937493548, 3.141245548269 48.952165407124, 3.1560929304911 48.946742526523, 3.167052896279 48.94708565595, 3.1332781955224 48.935535697923, 3.1170546223205 48.936267549625, 3.1169975068921 48.946073053292, 3.1027867986108 48.950209124419, 3.1108992702118 48.960276985494, 3.1040818303798 48.967609148675, 3.1124723612299 48.970970084399, 3.1186252870615 48.976187756099, 3.1293015578098 48.977060658937, 3.129906398742 48.972014456108, 3.1405620410595 48.958937493548))",2000.0
4000,https://www.paruvendu.fr/immobilier/vente/studio-paris-xixeme/particulier/1262900235A1KIVHAP000,Appartement,1,20,False,219000,Paris,75019,Paris,75119,75119,Paris 19e  Arrondissement,"POLYGON ((2.3770153520998 48.87192112928, 2.3646776664012 48.884291351874, 2.3698082422377 48.893376450644, 2.3702905140491 48.901653595285, 2.3894416378177 48.901152013806, 2.394906293421 48.898444039523, 2.3986443942733 48.889410347347, 2.4106903466383 48.878475106516, 2.3770153520998 48.87192112928))",10950.0
4001,https://www.paruvendu.fr/immobilier/vente/appartement-de-2-pieces-46m2/particulier/1262900202A1KIVHAP000,Appartement,2,46,False,160000,Noisy-le-Sec,93130,Noisy-le-Sec,93053,93053,Noisy-le-Sec,"POLYGON ((2.4516631892777 48.878487224695, 2.4504815365612 48.885547779473, 2.4390205625977 48.893201776063, 2.4412792237498 48.898278157245, 2.4698668983149 48.904765296111, 2.4711886116592 48.888937018572, 2.4766396101571 48.888661496089, 2.4647569847741 48.878069840969, 2.4516631892777 48.878487224695))",3478.3
4002,https://www.paruvendu.fr/immobilier/vente/appartement/5-pieces-a-clichy/1262900557A1KIVHAP000,Appartement,5,80,False,549000,Clichy,92110,Clichy,92024,92024,Clichy,"POLYGON ((2.3198871747441 48.90045978209, 2.3037743623516 48.894153778949, 2.2873947275247 48.903641514692, 2.3137528853936 48.914015216252, 2.3198871747441 48.90045978209))",6862.5
4003,https://www.paruvendu.fr/immobilier/vente/maison/maison/1262912354A1KIVHMN000,Maison,3,74,False,284500,Osny,95520,Osny,95476,95476,Osny,"POLYGON ((2.0346285966427 49.062809414185, 2.0455906273275 49.082982520784, 2.0630963482245 49.08640228769, 2.084135932596 49.084202251119, 2.0904175638331 49.072210636777, 2.0929689356549 49.067579252167, 2.072217775606 49.047163323341, 2.0547181332174 49.054995793914, 2.0277597352368 49.056500864522, 2.0346285966427 49.062809414185))",3844.6
4004,https://www.paruvendu.fr/immobilier/vente/maison/maison-chelles-6-pieces-135m2-utile/1262899717A1KIVHMN000,Maison,6,105,False,385000,Chelles,77500,Chelles,77108,77108,Chelles,"POLYGON ((2.5676272327109 48.865878881164, 2.5702348571309 48.876463404921, 2.5594064582352 48.885336254164, 2.5626276286343 48.888883251177, 2.5838172328399 48.895410384217, 2.5914203681571 48.907146304713, 2.5923641353827 48.90770438289, 2.6001434483214 48.904809703494, 2.6124926912413 48.904332299479, 2.6266814225224 48.894223410082, 2.6217660185092 48.883892060834, 2.6256843043492 48.874130643609, 2.6126064398467 48.865034669316, 2.6057964632344 48.864650004829, 2.6000162628121 48.866326054875, 2.5873261857605 48.865005030869, 2.5676272327109 48.865878881164))",3666.7
4005,https://www.paruvendu.fr/immobilier/vente/maison/maison-montfermeil-4-pieces-93-18-m2/1262523047A1KIVHMN000,Maison,4,93,False,294000,Montfermeil,93370,Montfermeil,93047,93047,Montfermeil,"POLYGON ((2.5914203681571 48.907146304713, 2.5838172328399 48.895410384217, 2.5626276286343 48.888883251177, 2.5594064582352 48.885336254164, 2.5495327882787 48.887160189031, 2.5465831943942 48.898893992779, 2.5652020124217 48.908363376358, 2.5914203681571 48.907146304713))",3161.3
4006,https://www.paruvendu.fr/immobilier/vente/appartement-de-type-t4-de-65-m2-utiles/particulier/1262899626A1KIVHAP000,Appartement,4,63,False,165000,Athis-Mons,91200,Athis-Mons,91027,91027,Athis-Mons,"POLYGON ((2.4005806703887 48.701769326045, 2.3899176244148 48.69186153675, 2.3719056376151 48.698130938255, 2.3596904966732 48.699536633911, 2.3538687146855 48.701778211799, 2.3563098602347 48.70559347429, 2.3714529756241 48.707637756333, 2.3707040678761 48.720171411205, 2.3867469186816 48.719975201473, 2.4110164293164 48.726050022829, 2.4142655674791 48.717814439082, 2.4062314618937 48.712965331676, 2.4005806703887 48.701769326045))",2619.0
4007,https://www.paruvendu.fr/immobilier/prestige/maison/villa-contemporaine-12-pieces-220-m2-en-pleine-nature-a-pala/1262899463A1KIVHMN000,Maison,12,220,False,1460000,Palaiseau,91120,Palaiseau,91477,91477,Palaiseau,"POLYGON ((2.2034622767258 48.721045886051, 2.2128995246405 48.728794473189, 2.2244540698749 48.725920761193, 2.2354559869132 48.727557716777, 2.2507554777302 48.726221895507, 2.2668375419208 48.718276948737, 2.259344785911 48.706488940035, 2.2269115408478 48.701706600574, 2.2097054969643 48.701583057456, 2.1934544022282 48.710203804834, 2.1934850570769 48.718696902911, 2.2034622767258 48.721045886051))",6636.4
4012,https://www.paruvendu.fr/immobilier/vente/maison/chalet-et-sa-parcelle-privative-en-parc-residentiel-de-loisi/1262392822A1KIVHMN000,Maison,3,31,False,55000,La Ferté-sous-Jouarre,77260,La Ferté-sous-Jouarre,77183,77183,Ferté-sous-Jouarre,"POLYGON ((3.1405620410595 48.958937493548, 3.141245548269 48.952165407124, 3.1560929304911 48.946742526523, 3.167052896279 48.94708565595, 3.1332781955224 48.935535697923, 3.1170546223205 48.936267549625, 3.1169975068921 48.946073053292, 3.1027867986108 48.950209124419, 3.1108992702118 48.960276985494, 3.1040818303798 48.967609148675, 3.1124723612299 48.970970084399, 3.1186252870615 48.976187756099, 3.1293015578098 48.977060658937, 3.129906398742 48.972014456108, 3.1405620410595 48.958937493548))",1774.2
4015,https://www.paruvendu.fr/immobilier/prestige/appartement-neuilly-sur-seine-proche-paris-porte-des-ternes/particulier/1262899208A1KIVHAP000,Appartement,5,100,False,1250000,Neuilly-sur-Seine,92200,Neuilly-sur-Seine,92051,92051,Neuilly-sur-Seine,"POLYGON ((2.2844595717547 48.885639278202, 2.2799493325675 48.878573123982, 2.2584671711142 48.880387263086, 2.2548171406686 48.874080881369, 2.2457037884056 48.876459232476, 2.2537610153392 48.886891719068, 2.2710639620218 48.898398213481, 2.2844595717547 48.885639278202))",12500.0
4016,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-de-4-pieces-pontoise-exclusivite/1262899346A1KIVHAP000,Appartement,4,72,False,165000,Pontoise,95300,Pontoise,95500,95500,Pontoise,"POLYGON ((2.1203825874254 49.064698782842, 2.1270053033237 49.063997146022, 2.1051671240843 49.049532754931, 2.0957966553459 49.03607044241, 2.0906610442773 49.023964820269, 2.0857187418349 49.028582650202, 2.0805850257845 49.041565240863, 2.072217775606 49.047163323341, 2.0929689356549 49.067579252167, 2.0904175638331 49.072210636777, 2.0961073920293 49.071952333728, 2.1048334666198 49.061659737908, 2.111033347328 49.059671762109, 2.1203825874254 49.064698782842))",2291.7
4020,https://www.paruvendu.fr/immobilier/vente/appartement/chatillon/1262899299A1KIVHAP000,Appartement,3,64,False,346000,Châtillon,92320,Châtillon,92020,92020,Châtillon,"POLYGON ((2.3001505122596 48.811347534043, 2.3026851018086 48.811116810274, 2.2922240553765 48.795971505031, 2.2721929313396 48.794125236405, 2.27468571206 48.803802699513, 2.279911190584 48.810917949841, 2.2920048721548 48.809713940981, 2.3001505122596 48.811347534043))",5406.2
4021,https://www.paruvendu.fr/immobilier/vente/maison/maison-fresnes-120-m2/1261045022A1KIVHMN000,Maison,5,120,False,429000,Fresnes,94260,Fresnes,94034,94034,Fresnes,"POLYGON ((2.332679146742 48.764595231499, 2.3438906252819 48.756204514892, 2.3307477519641 48.748103215323, 2.3207207141635 48.74875804931, 2.3102224901101 48.75695290327, 2.3158780366085 48.766766737767, 2.332679146742 48.764595231499))",3575.0
4022,https://www.paruvendu.fr/immobilier/vente/maison-de-ville-appartement-triplex-atypique/particulier/1262630382A1KIVHDU000,Duplex/triplex,3,54,False,229000,Vernouillet,78540,Vernouillet,78643,78643,Vernouillet,"POLYGON ((1.9933116816857 48.983420427758, 1.9961498644494 48.967063544128, 1.9751230026269 48.956477976666, 1.9694643811254 48.946116976841, 1.955728376788 48.956822336381, 1.9517198364392 48.963684200951, 1.9535838047459 48.969945281684, 1.9597336964228 48.968976272179, 1.9766328028223 48.974825032349, 1.9933116816857 48.983420427758))",4240.7
4023,https://www.paruvendu.fr/immobilier/vente/studio-paris-18eme/particulier/1262207129A1KIVHAP000,Appartement,1,28,False,299000,Paris,75018,Paris,75118,75118,Paris 18e  Arrondissement,"POLYGON ((2.3646776664012 48.884291351874, 2.3495508401232 48.883620167912, 2.3379555061118 48.882249883375, 2.3271206970663 48.883485416617, 2.3260974369951 48.889111262565, 2.3299805220467 48.901163282127, 2.3518739447639 48.901522076927, 2.365846786 48.901609465126, 2.3702905140491 48.901653595285, 2.3698082422377 48.893376450644, 2.3646776664012 48.884291351874))",10678.6
4024,https://www.paruvendu.fr/immobilier/vente/appartement-2-pieces-43-m2-antony-92160/particulier/1261933754A1KIVHAP000,Appartement,2,43,False,320000,Antony,92160,Antony,92002,92002,Antony,"POLYGON ((2.2902548977764 48.766600144572, 2.3054409625983 48.769014432104, 2.3124381271337 48.772163320624, 2.3199219497403 48.770716717176, 2.3158780366085 48.766766737767, 2.3102224901101 48.75695290327, 2.3207207141635 48.74875804931, 2.3162448752028 48.741982183131, 2.3132939902039 48.730280485815, 2.3038400608379 48.72948996497, 2.2983820323129 48.738637828397, 2.2802904545364 48.733011078618, 2.274512055777 48.74071589805, 2.2853936451259 48.747508493238, 2.2761433268947 48.756655860398, 2.2786189579814 48.760015845292, 2.2911566022188 48.762018402653, 2.2902548977764 48.766600144572))",7441.9
4027,https://www.paruvendu.fr/immobilier/vente/longere-gatinaise-entierement-renovee/particulier/1262199810A1KIVHMN000,Maison,6,220,False,379000,Nemours,77140,Nemours,77333,77333,Nemours,"POLYGON ((2.6918931702829 48.287161461386, 2.7145205394651 48.273515984353, 2.7276621748766 48.256995068459, 2.7381433501069 48.248621254327, 2.7184192401124 48.240056906536, 2.7088906972175 48.239839473576, 2.707060860505 48.242385806181, 2.6987117641245 48.251628837505, 2.689304717675 48.265662364308, 2.6918931702829 48.287161461386))",1722.7
4030,https://www.paruvendu.fr/immobilier/vente/appartement-plein-centre-historique/particulier/1262774345A1KIVHAP000,Appartement,2,60,False,195000,Dourdan,91410,Dourdan,91200,91200,Dourdan,"POLYGON ((2.0323336848483 48.501293974451, 2.0241538830391 48.512015743106, 2.0158751430673 48.515994105941, 2.0022799019061 48.513484075697, 1.9951691772974 48.514497453253, 1.9782475651723 48.50577221904, 1.9638446426322 48.514492971633, 1.9606686704936 48.521630105101, 1.967666373047 48.526237926816, 1.9755740335464 48.525722465842, 1.9785111860042 48.533051967737, 1.9674208443859 48.533067716836, 1.9341252055215 48.548646295179, 1.9378900456787 48.562926567593, 1.9527665939994 48.559466252882, 1.9626901794469 48.560480721297, 1.9818197824217 48.555550526577, 1.999843911355 48.555387687139, 2.0175700627197 48.557593755935, 2.0244538054252 48.550061204152, 2.0506915001403 48.545767325129, 2.0352185973947 48.534865231772, 2.0346000287555 48.530570748326, 2.0403832222176 48.51328056136, 2.0323336848483 48.501293974451))",3250.0
4042,https://www.paruvendu.fr/immobilier/vente/appartement-bien-agence-4-pieces-a-marly-le-roi/particulier/1260954237A1KIVHAP000,Appartement,4,67,False,239000,Marly-le-Roi,78160,Marly-le-Roi,78372,78372,Marly-le-Roi,"POLYGON ((2.1010891695253 48.885535261386, 2.1094042196014 48.872834587295, 2.1051488346335 48.864594310837, 2.1075103999295 48.854298800239, 2.094912451773 48.854094445112, 2.0927033305499 48.846180210222, 2.0842268250961 48.850162871716, 2.0837303272859 48.854295341982, 2.0708584678953 48.854626886194, 2.0777738008821 48.867649423948, 2.0773682436174 48.873613624229, 2.0842238192189 48.878715307459, 2.0974299751697 48.88130413411, 2.1010891695253 48.885535261386))",3567.2
4043,https://www.paruvendu.fr/immobilier/vente/pavillon-lumineux-de-103m2-de-6-pieces-4-chambres-jardin/particulier/1260430459A1KIVHMN000,Maison,6,103,False,333000,Sevran,93270,Sevran,93071,93071,Sevran,"POLYGON ((2.5175598528712 48.925660440343, 2.5071132364346 48.935567534876, 2.5099651261955 48.942620516593, 2.524144681479 48.950574074354, 2.5425624183353 48.950702414944, 2.5542095575681 48.942998256127, 2.5570423162373 48.935300238811, 2.5572440136895 48.934535704689, 2.5446449767147 48.934131487823, 2.5312163509317 48.926747916306, 2.5175598528712 48.925660440343))",3233.0
4044,https://www.paruvendu.fr/immobilier/vente/maison-de-ville-103-m2-centre-ville-avec-terrasse/particulier/1261624626A1KIVHMN000,Maison,5,103,False,350000,Argenteuil,95100,Argenteuil,95018,95018,Argenteuil,"POLYGON ((2.2922772578552 48.951389058719, 2.2909694895753 48.950965864655, 2.2687285425666 48.946575058002, 2.2475913259381 48.93673190225, 2.231140371461 48.927732507513, 2.2211846194098 48.934715158112, 2.2060953569669 48.940654951382, 2.205861118488 48.949738062716, 2.204055266752 48.957105634655, 2.2097843514844 48.963456477366, 2.2257328909673 48.971025374495, 2.2488913822928 48.964772539184, 2.2622228190132 48.96245963703, 2.2746219582146 48.964139579874, 2.2884581275524 48.95897612829, 2.2922772578552 48.951389058719))",3398.1
4047,https://www.paruvendu.fr/immobilier/vente/appartement-2-pieces-38-m2-rozay-en-brie-77540/particulier/1261616971A1KIVHDU000,Duplex/triplex,2,38,False,109500,Rozay-en-Brie,77540,Rozay-en-Brie,77393,77393,Rozay-en-Brie,"POLYGON ((2.9466939405061 48.686932987393, 2.9598794559254 48.691879743902, 2.9705544148304 48.688561181649, 2.9774957703694 48.689961342064, 2.9770626830956 48.676920933189, 2.9735205879089 48.671366908502, 2.9560019141513 48.679112405262, 2.9466939405061 48.686932987393))",2881.6
4052,https://www.paruvendu.fr/immobilier/vente/maison-des-annees-1940/particulier/1254357370A1KIVHMN000,Maison,8,110,False,420000,Savigny-sur-Orge,91600,Savigny-sur-Orge,91589,91589,Savigny-sur-Orge,"POLYGON ((2.3554708976021 48.670809526976, 2.3419537905981 48.667574843284, 2.3381199780472 48.667372819069, 2.3325887743239 48.679934930364, 2.3264106694076 48.68650514336, 2.3281756647382 48.68753871545, 2.3386985373733 48.691426633392, 2.3516804937466 48.702467928294, 2.3538687146855 48.701778211799, 2.3596904966732 48.699536633911, 2.3581828935525 48.693946380917, 2.3718809960816 48.685708105734, 2.3554708976021 48.670809526976))",3818.2
4054,https://www.paruvendu.fr/immobilier/vente/maison/a-quelques-minutes-de-magny-en-vexin/1258450873A1KIVHMN000,Maison,8,125,False,208900,Saint-Clair-sur-Epte,95770,Saint-Clair-sur-Epte,95541,95541,Saint-Clair-sur-Epte,"POLYGON ((1.671819329662 49.180886671952, 1.6705384342612 49.189903769359, 1.6769552220057 49.202542812736, 1.6732001714161 49.205621570441, 1.6757423007191 49.21186711807, 1.7040643483737 49.229320472612, 1.7043588288241 49.232197221792, 1.7135239208364 49.23267209361, 1.729662120604 49.22919730317, 1.7404476188128 49.223441935769, 1.7341091784733 49.221277890399, 1.7336823766846 49.210958623685, 1.7230394537953 49.20967924589, 1.7155490546111 49.20266098506, 1.6861997058958 49.200325059382, 1.6823248688387 49.195474075157, 1.681197948285 49.182735915495, 1.671819329662 49.180886671952))",1671.2
4063,https://www.paruvendu.fr/immobilier/vente/maison/maison-familiale-de-160m2-residence-calme-marines-pisc/1262269916A1KIVHMN000,Maison,7,160,False,554200,Marines,95640,Marines,95370,95370,Marines,"POLYGON ((1.9609268290296 49.14482842943, 1.9601494961473 49.147979538386, 1.9779949652494 49.164127202204, 1.9915116434191 49.168397851715, 1.9892042178301 49.162341739671, 1.9958574877115 49.15889798225, 2.0001824570858 49.15309497758, 2.0042356959939 49.138703573036, 2.0002667051534 49.135734926907, 1.9937821688886 49.131718287258, 1.9820747042425 49.130821357231, 1.9609268290296 49.14482842943))",3463.8
4065,https://www.paruvendu.fr/immobilier/vente/propriete-chateau/a-quelques-minutes-avant-magny-en-vexin-maison-ancienne-en/1261957587A1KIVHPR000,Propriété/château,8,223,False,595000,Magny-en-Vexin,95420,Magny-en-Vexin,95355,95355,Magny-en-Vexin,"POLYGON ((1.8360299411688 49.140353881743, 1.8132467819272 49.141009863748, 1.7965069235231 49.14739325459, 1.7836942271679 49.144742253395, 1.7739415380882 49.152298021911, 1.7698578023134 49.161129407463, 1.7799142019171 49.163762896137, 1.7962303991493 49.163242869051, 1.7979304219266 49.177010664123, 1.7935781739594 49.180270622446, 1.7970165835968 49.185232334586, 1.8143979645085 49.176162362964, 1.8265758315348 49.179516758866, 1.8370818782543 49.171698986367, 1.8340636818164 49.165118575975, 1.8362961323642 49.148270983109, 1.8406613931429 49.143024180214, 1.8360299411688 49.140353881743))",2668.2
4078,https://www.paruvendu.fr/immobilier/vente/maison/maison-4-chambres/1262155063A1KIVHMN000,Maison,6,105,False,263000,La Roche-Guyon,95780,La Roche-Guyon,95523,95523,Roche-Guyon,"POLYGON ((1.6233233619235 49.086078404348, 1.6332620882816 49.090639557376, 1.6348302547663 49.100038390873, 1.6453460818402 49.097592665528, 1.6515813119418 49.104638200498, 1.6583832842151 49.095780281547, 1.6531864829731 49.095571106255, 1.6448980157331 49.095245067938, 1.6435074678392 49.08684292684, 1.6466035243449 49.081317691061, 1.6292577222733 49.078286632616, 1.6201528923987 49.073918991615, 1.6142964314176 49.071178952933, 1.608798807603 49.077894185227, 1.6233233619235 49.086078404348))",2504.8
4083,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-t2-centre-ville-de-lagny-sur-marne-sans-travaux/1262411396A1KIVHAP000,Appartement,2,43,False,199500,Lagny-sur-Marne,77400,Lagny-sur-Marne,77243,77243,Lagny-sur-Marne,"POLYGON ((2.6739594692991 48.876520146987, 2.690587252217 48.880269436196, 2.7038423066584 48.880691460418, 2.7277357541227 48.883222171342, 2.7348863305317 48.882704031493, 2.7309719217432 48.880775282129, 2.729658111331 48.869096564375, 2.7275448935686 48.859756832132, 2.7094507506844 48.864757669598, 2.6964550213238 48.866604094885, 2.694188079146 48.874965561431, 2.6810667066635 48.869660433718, 2.6739594692991 48.876520146987))",4639.5
4090,https://www.paruvendu.fr/immobilier/prestige/maison/maison-meuliere-coeur-de-ville-lagny-sur-marne-terrain-7/1262491612A1KIVHMN000,Maison,3,140,False,659000,Lagny-sur-Marne,77400,Lagny-sur-Marne,77243,77243,Lagny-sur-Marne,"POLYGON ((2.6739594692991 48.876520146987, 2.690587252217 48.880269436196, 2.7038423066584 48.880691460418, 2.7277357541227 48.883222171342, 2.7348863305317 48.882704031493, 2.7309719217432 48.880775282129, 2.729658111331 48.869096564375, 2.7275448935686 48.859756832132, 2.7094507506844 48.864757669598, 2.6964550213238 48.866604094885, 2.694188079146 48.874965561431, 2.6810667066635 48.869660433718, 2.6739594692991 48.876520146987))",4707.1
4098,https://www.paruvendu.fr/immobilier/vente/maison/maison-avec-terrain-de-670m2/1256983337A1KIVHMN000,Maison,3,84,False,315000,Fresnes-sur-Marne,77410,Fresnes-sur-Marne,77196,77196,Fresnes-sur-Marne,"POLYGON ((2.7622557766697 48.949959008851, 2.7567759539649 48.948945354598, 2.7579860448581 48.93829164872, 2.7506630517812 48.923398308302, 2.7423201421339 48.922743973544, 2.7223767036867 48.942076771714, 2.7100997029994 48.941650237478, 2.7242213024673 48.958240540695, 2.7409393445202 48.953127854194, 2.761131494642 48.952766920933, 2.7622557766697 48.949959008851))",3750.0
4105,https://www.paruvendu.fr/immobilier/prestige/appartement/parc-monceau-courcelles/1261130420A1KIVHAP000,Appartement,5,170,False,2190000,Paris,75008,Paris,75108,75108,Paris 8e  Arrondissement,"POLYGON ((2.3271206970663 48.883485416617, 2.3257616254697 48.869546133476, 2.3207773515807 48.863075035941, 2.3015562721716 48.863475234966, 2.2951453922338 48.873861979677, 2.2981403262665 48.87804262556, 2.3271206970663 48.883485416617))",12882.4
4106,https://www.paruvendu.fr/immobilier/prestige/appartement/champs-elysees-rue-de-berri-un-studio-deux-pieces-en-etage/1252870022A1KIVHAP000,Appartement,2,43,False,630000,Paris,75008,Paris,75108,75108,Paris 8e  Arrondissement,"POLYGON ((2.3271206970663 48.883485416617, 2.3257616254697 48.869546133476, 2.3207773515807 48.863075035941, 2.3015562721716 48.863475234966, 2.2951453922338 48.873861979677, 2.2981403262665 48.87804262556, 2.3271206970663 48.883485416617))",14651.2
4107,https://www.paruvendu.fr/immobilier/vente/appartement/parc-monceau-deux-studios-de-10-et-11m2-environ-en-etage-el/1258475355A1KIVHAP000,Appartement,2,21,False,330000,Paris,75017,Paris,75117,75117,Paris 17e  Arrondissement,"POLYGON ((2.2844595717547 48.885639278202, 2.3037743623516 48.894153778949, 2.3198871747441 48.90045978209, 2.3299805220467 48.901163282127, 2.3260974369951 48.889111262565, 2.3271206970663 48.883485416617, 2.2981403262665 48.87804262556, 2.2951453922338 48.873861979677, 2.2799493325675 48.878573123982, 2.2844595717547 48.885639278202))",15714.3
4108,https://www.paruvendu.fr/immobilier/vente/appartement/parc-monceau-un-studio-de-11m2-environ-en-etage-eleve-avec/1258773384A1KIVHAP000,Appartement,1,11,False,180000,Paris,75017,Paris,75117,75117,Paris 17e  Arrondissement,"POLYGON ((2.2844595717547 48.885639278202, 2.3037743623516 48.894153778949, 2.3198871747441 48.90045978209, 2.3299805220467 48.901163282127, 2.3260974369951 48.889111262565, 2.3271206970663 48.883485416617, 2.2981403262665 48.87804262556, 2.2951453922338 48.873861979677, 2.2799493325675 48.878573123982, 2.2844595717547 48.885639278202))",16363.6
4109,https://www.paruvendu.fr/immobilier/prestige/appartement/place-des-etats-unis-comme-une-maison-duplex-de-150m2/1254399697A1KIVHAP000,Appartement,6,170,False,1960000,Paris,75016,Paris,75116,75116,Paris 16e  Arrondissement,"POLYGON ((2.225670292257 48.859404562396, 2.2317363597469 48.86906858161, 2.2457037884056 48.876459232476, 2.2548171406686 48.874080881369, 2.2584671711142 48.880387263086, 2.2799493325675 48.878573123982, 2.2951453922338 48.873861979677, 2.3015562721716 48.863475234966, 2.2897782765961 48.858123113769, 2.2724846953815 48.843681568601, 2.2627915245265 48.833923373524, 2.2551442384175 48.834809549369, 2.2506124417162 48.845554851211, 2.2242191058804 48.853516917557, 2.225670292257 48.859404562396))",11529.4
4110,https://www.paruvendu.fr/immobilier/vente/appartement/parc-monceau-deux-studios-de-10-et-11m2-environ-en-etage-el/1258475356A1KIVHAP000,Appartement,2,21,False,330000,Paris,75008,Paris,75108,75108,Paris 8e  Arrondissement,"POLYGON ((2.3271206970663 48.883485416617, 2.3257616254697 48.869546133476, 2.3207773515807 48.863075035941, 2.3015562721716 48.863475234966, 2.2951453922338 48.873861979677, 2.2981403262665 48.87804262556, 2.3271206970663 48.883485416617))",15714.3
4111,https://www.paruvendu.fr/immobilier/prestige/appartement/exclusivite-rue-verniquet-un-appartement-de-3-pieces-de/1261397399A1KIVHAP000,Appartement,3,67,False,750000,Paris,75017,Paris,75117,75117,Paris 17e  Arrondissement,"POLYGON ((2.2844595717547 48.885639278202, 2.3037743623516 48.894153778949, 2.3198871747441 48.90045978209, 2.3299805220467 48.901163282127, 2.3260974369951 48.889111262565, 2.3271206970663 48.883485416617, 2.2981403262665 48.87804262556, 2.2951453922338 48.873861979677, 2.2799493325675 48.878573123982, 2.2844595717547 48.885639278202))",11194.0
4112,https://www.paruvendu.fr/immobilier/prestige/maison/maison-8-pieces-avec-beau-jardin-idealement-situe-a-ormess/1262498764A1KIVHMN000,Maison,8,140,False,619000,Ormesson-sur-Marne,94490,Ormesson-sur-Marne,94055,94055,Ormesson-sur-Marne,"POLYGON ((2.5178826447521 48.785506167916, 2.5222851537035 48.781992822527, 2.5316269187441 48.789711525218, 2.5513847369686 48.795819515027, 2.5554554933098 48.792096880109, 2.5619668533917 48.787805659511, 2.5457698610932 48.782464853922, 2.5355592892254 48.777022918488, 2.522586517279 48.777465554296, 2.5125072962739 48.781194237182, 2.5178826447521 48.785506167916))",4421.4
