,lien,type de bien,nb de pièces,taille,carrez,prix,nom_ville,code_postal,nom_x,code_insee,code,nom_y,geometry,prix/m²
2152,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-2-pieces-28-50m2-a-5mn-de-jules-joffrin/1262928137A1KIVHAP000,Appartement,2,28,False,278000,Paris,75018,Paris,75118,75118,Paris 18e  Arrondissement,"POLYGON ((2.3646776664012 48.884291351874, 2.3495508401232 48.883620167912, 2.3379555061118 48.882249883375, 2.3271206970663 48.883485416617, 2.3260974369951 48.889111262565, 2.3299805220467 48.901163282127, 2.3518739447639 48.901522076927, 2.365846786 48.901609465126, 2.3702905140491 48.901653595285, 2.3698082422377 48.893376450644, 2.3646776664012 48.884291351874))",9928.6
2153,https://www.paruvendu.fr/immobilier/vente/appartement/5-pieces-a-renover-au-coeur-d-adamville/1262928135A1KIVHAP000,Appartement,5,95,False,499000,Saint-Maur-des-Fossés,94100,Saint-Maur-des-Fossés,94068,94068,Saint-Maur-des-Fossés,"POLYGON ((2.4748599645797 48.787639885818, 2.4685998938964 48.803706797191, 2.4640148072284 48.807362102845, 2.4606281523871 48.809364181331, 2.4727653665566 48.814563659457, 2.4801799535129 48.813521373195, 2.4980122450888 48.810442567348, 2.5165209816937 48.808926956463, 2.5222790893656 48.804061987635, 2.5234738320133 48.795791535959, 2.5168692810045 48.786468024381, 2.512503745534 48.784924920763, 2.4871709902798 48.784202796018, 2.4748599645797 48.787639885818))",5252.6
2154,https://www.paruvendu.fr/immobilier/prestige/maison/proche-rer-et-futur-metro/1262842281A1KIVHMN000,Maison,7,168,False,705000,Champigny-sur-Marne,94500,Champigny-sur-Marne,94017,94017,Champigny-sur-Marne,"POLYGON ((2.5574049869517 48.818705862542, 2.558515051231 48.80759465395, 2.5300631185962 48.806013014965, 2.5222790893656 48.804061987635, 2.5165209816937 48.808926956463, 2.4980122450888 48.810442567348, 2.4801799535129 48.813521373195, 2.4823047478996 48.818830596022, 2.4758029547537 48.830611849549, 2.4975981658336 48.830809715633, 2.504674437316 48.829721326984, 2.5210221573331 48.829292367994, 2.5250374182062 48.827253343789, 2.5332047003302 48.818899835141, 2.5574049869517 48.818705862542))",4196.4
2155,https://www.paruvendu.fr/immobilier/vente/appartement/magnifique-3-pieces-2-balcons-cave-parking-quartier-rech/1262655328A1KIVHAP000,Appartement,3,65,False,525000,Issy-les-Moulineaux,92130,Issy-les-Moulineaux,92040,92040,Issy-les-Moulineaux,"POLYGON ((2.2627915245265 48.833923373524, 2.2727931901868 48.827920084226, 2.2790519306533 48.832489952145, 2.2893937776751 48.828352646104, 2.2804640409911 48.825921287497, 2.2786541423079 48.818411302219, 2.2725609364554 48.814399077465, 2.2518651077193 48.816386741829, 2.2361072489474 48.821548554448, 2.25169395441 48.825751017648, 2.2627915245265 48.833923373524))",8076.9
2156,https://www.paruvendu.fr/immobilier/vente/maison/maison-de-ville-charentonneau/1262506327A1KIVHMN000,Maison,5,99,False,549000,Maisons-Alfort,94700,Maisons-Alfort,94046,94046,Maisons-Alfort,"POLYGON ((2.4606281523871 48.809364181331, 2.4640148072284 48.807362102845, 2.44703948294 48.802469483114, 2.4360048242656 48.787076074667, 2.4327446428573 48.78673146244, 2.4241337485843 48.807504016569, 2.4159099816835 48.816332019259, 2.4195846402946 48.816913823457, 2.4457279325966 48.816218541905, 2.4546492787037 48.813504777522, 2.4606281523871 48.809364181331))",5545.5
2159,https://www.paruvendu.fr/immobilier/prestige/maison/maison-de-8-pieces-principales/1262575676A1KIVHMN000,Maison,8,278,False,850000,Maule,78580,Maule,78380,78380,Maule,"POLYGON ((1.8538840278315 48.925911436697, 1.8712389454901 48.923728859162, 1.8782359302544 48.918992895314, 1.8746613130055 48.908544720155, 1.8693036019237 48.903886779168, 1.8628625828313 48.902965096358, 1.8580535122575 48.896876408341, 1.8585165651395 48.890937690529, 1.8355255394962 48.885172446919, 1.8211000701541 48.88996355897, 1.8056637679859 48.898802711877, 1.8050321899621 48.912469743874, 1.8081087740697 48.918324748912, 1.8179651045882 48.922735775715, 1.8289716115108 48.926693132416, 1.840973095537 48.921170816711, 1.8538840278315 48.925911436697))",3057.6
2166,https://www.paruvendu.fr/immobilier/vente/maison/15-minutes-de-la-ferte-sous-jouarre-secteur-charly-sur-marn/1262928039A1KIVHMN000,Maison,4,95,False,140000,La Ferté-sous-Jouarre,77260,La Ferté-sous-Jouarre,77183,77183,Ferté-sous-Jouarre,"POLYGON ((3.1405620410595 48.958937493548, 3.141245548269 48.952165407124, 3.1560929304911 48.946742526523, 3.167052896279 48.94708565595, 3.1332781955224 48.935535697923, 3.1170546223205 48.936267549625, 3.1169975068921 48.946073053292, 3.1027867986108 48.950209124419, 3.1108992702118 48.960276985494, 3.1040818303798 48.967609148675, 3.1124723612299 48.970970084399, 3.1186252870615 48.976187756099, 3.1293015578098 48.977060658937, 3.129906398742 48.972014456108, 3.1405620410595 48.958937493548))",1473.7
2171,https://www.paruvendu.fr/immobilier/vente/maison/a-2-pas-de-nemours/1262927892A1KIVHMN000,Maison,3,89,False,249000,Nemours,77140,Nemours,77333,77333,Nemours,"POLYGON ((2.6918931702829 48.287161461386, 2.7145205394651 48.273515984353, 2.7276621748766 48.256995068459, 2.7381433501069 48.248621254327, 2.7184192401124 48.240056906536, 2.7088906972175 48.239839473576, 2.707060860505 48.242385806181, 2.6987117641245 48.251628837505, 2.689304717675 48.265662364308, 2.6918931702829 48.287161461386))",2797.8
2174,https://www.paruvendu.fr/immobilier/vente/maisons-6-chambres-franconville/particulier/1262927711A1KIVHMN000,Maison,7,115,False,459000,Franconville,95130,Franconville,95252,95252,Franconville,"POLYGON ((2.2171323169081 49.00289676827, 2.2435226302159 48.994329856793, 2.2423863554471 48.983597302252, 2.2364602543627 48.973870184381, 2.2287583236511 48.972876677285, 2.2041173037099 48.986330569949, 2.2042438424996 48.990023760747, 2.2132424118472 49.001724794035, 2.2149448592629 49.003478677702, 2.2171323169081 49.00289676827))",3991.3
2176,https://www.paruvendu.fr/immobilier/vente/appartement/4-pieces-67-m2/1262927689A1KIVHAP000,Appartement,4,67,False,210000,Fresnes,94260,Fresnes,94034,94034,Fresnes,"POLYGON ((2.332679146742 48.764595231499, 2.3438906252819 48.756204514892, 2.3307477519641 48.748103215323, 2.3207207141635 48.74875804931, 2.3102224901101 48.75695290327, 2.3158780366085 48.766766737767, 2.332679146742 48.764595231499))",3134.3
2177,https://www.paruvendu.fr/immobilier/prestige/duplex-triplex/paris-4-au-coeur-du-marais/1262927596A1KIVHDU000,Duplex/triplex,4,68,False,884000,Paris,75004,Paris,75104,75104,Paris 4e  Arrondissement,"POLYGON ((2.3445592260856 48.85398930556, 2.3500912644194 48.861951749823, 2.3684085721728 48.855737300049, 2.3690196371168 48.853221440745, 2.3643180356191 48.846167191329, 2.3445592260856 48.85398930556))",13000.0
2178,https://www.paruvendu.fr/immobilier/prestige/appartement/recollets-2/1262927522A1KIVHAP000,Appartement,3,61,False,644000,Paris,75010,Paris,75110,75110,Paris 10e  Arrondissement,"POLYGON ((2.3646776664012 48.884291351874, 2.3770153520998 48.87192112928, 2.3638513390126 48.867431638281, 2.3541114926597 48.869275285895, 2.3478317710849 48.870624420335, 2.3495508401232 48.883620167912, 2.3646776664012 48.884291351874))",10557.4
2179,https://www.paruvendu.fr/immobilier/vente/maison-familiale-6-pieces-110m2-argenteuil-coteaux/particulier/1262927347A1KIVHMN000,Maison,6,110,False,510000,Argenteuil,95100,Argenteuil,95018,95018,Argenteuil,"POLYGON ((2.2922772578552 48.951389058719, 2.2909694895753 48.950965864655, 2.2687285425666 48.946575058002, 2.2475913259381 48.93673190225, 2.231140371461 48.927732507513, 2.2211846194098 48.934715158112, 2.2060953569669 48.940654951382, 2.205861118488 48.949738062716, 2.204055266752 48.957105634655, 2.2097843514844 48.963456477366, 2.2257328909673 48.971025374495, 2.2488913822928 48.964772539184, 2.2622228190132 48.96245963703, 2.2746219582146 48.964139579874, 2.2884581275524 48.95897612829, 2.2922772578552 48.951389058719))",4636.4
2186,https://www.paruvendu.fr/immobilier/vente/maison/maison/1262744722A1KIVHMN000,Maison,4,102,False,310000,La Ferté-Alais,91590,La Ferté-Alais,91232,91232,Ferté-Alais,"POLYGON ((2.3857532399275 48.473322035067, 2.350588839185 48.476971899984, 2.3485591257401 48.472073038121, 2.3441660818227 48.476298760334, 2.346602149738 48.486690383711, 2.366159200057 48.491047997927, 2.3880630428473 48.484558687675, 2.391371961456 48.480691084035, 2.3857532399275 48.473322035067))",3039.2
2188,https://www.paruvendu.fr/immobilier/vente/maison/propriete/1262927454A1KIVHMN000,Maison,15,600,False,389000,Chaufour-lès-Bonnières,78270,Chaufour-lès-Bonnières,78147,78147,Chaufour-lès-Bonnières,"POLYGON ((1.4804027991977 49.00555552466, 1.4740503815042 49.009688437106, 1.4718379237777 49.01862329073, 1.4814847075815 49.026016946587, 1.4934537930056 49.026111076923, 1.4967835723643 49.018846530455, 1.4908792163934 49.004776669597, 1.4804027991977 49.00555552466))",648.3
2203,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-familial-123m2-fontenay-aux-roses/1262927071A1KIVHAP000,Appartement,5,123,False,544000,Fontenay-aux-Roses,92260,Fontenay-aux-Roses,92032,92032,Fontenay-aux-Roses,"POLYGON ((2.2819845942728 48.783163964499, 2.2717219005527 48.790518428571, 2.2721929313396 48.794125236405, 2.2922240553765 48.795971505031, 2.29616260049 48.795759120121, 2.3033091819404 48.785399331235, 2.2819845942728 48.783163964499))",4422.8
2204,https://www.paruvendu.fr/immobilier/vente/appartement/deux-pieces-coulee-verte/1262927067A1KIVHAP000,Appartement,2,51,False,345000,Châtillon,92320,Châtillon,92020,92020,Châtillon,"POLYGON ((2.3001505122596 48.811347534043, 2.3026851018086 48.811116810274, 2.2922240553765 48.795971505031, 2.2721929313396 48.794125236405, 2.27468571206 48.803802699513, 2.279911190584 48.810917949841, 2.2920048721548 48.809713940981, 2.3001505122596 48.811347534043))",6764.7
2209,https://www.paruvendu.fr/immobilier/vente/studio-17m275-bussy-saint-georges-77600-libre/particulier/1262926692A1KIVHAP000,Appartement,1,18,False,105000,Bussy-Saint-Georges,77600,Bussy-Saint-Georges,77058,77058,Bussy-Saint-Georges,"POLYGON ((2.7280140486001 48.797299023507, 2.72119464616 48.806039582495, 2.7295039405809 48.814514487729, 2.7233240267127 48.820692425166, 2.7285049612519 48.826435875926, 2.7206490733273 48.829095147848, 2.6899623824408 48.830630269277, 2.6744587511571 48.840266033993, 2.66838349084 48.840909463624, 2.6699227731161 48.847845822981, 2.6844038154799 48.83907497594, 2.6986351037322 48.84909881904, 2.7180541282294 48.848993269318, 2.7307540921015 48.851962436095, 2.7320737309551 48.85266507669, 2.7427018381582 48.847204281947, 2.7468889529183 48.842776794312, 2.7489942063147 48.829166989472, 2.7480768671436 48.820833473674, 2.7509532825076 48.814568285002, 2.749208754651 48.805521545155, 2.7280140486001 48.797299023507))",5833.3
2211,https://www.paruvendu.fr/immobilier/vente/appartement/maison-de-ville-dans-une-copropriete/1262926682A1KIVHAP000,Appartement,3,70,False,150000,Viry-Châtillon,91170,Viry-Châtillon,91687,91687,Viry-Châtillon,"POLYGON ((2.3718809960816 48.685708105734, 2.3858966707851 48.683483824116, 2.3880639522468 48.678440754954, 2.3963381622416 48.673537542833, 2.37989392464 48.663432762062, 2.3657714904211 48.646213842917, 2.3624964391927 48.64795761408, 2.3649624659437 48.655607620484, 2.3554708976021 48.670809526976, 2.3718809960816 48.685708105734))",2142.9
2212,https://www.paruvendu.fr/immobilier/vente/maison/maison-aux-pied-du-parc-des-gondoles/1262926799A1KIVHMN000,Maison,3,67,False,430000,Choisy-le-Roi,94600,Choisy-le-Roi,94022,94022,Choisy-le-Roi,"POLYGON ((2.4147835524145 48.77727124747, 2.4280327809822 48.776030370727, 2.4355661108569 48.767236675363, 2.4425519660272 48.761956627727, 2.4340199260365 48.763523762271, 2.4265883680559 48.760602077001, 2.4275220616302 48.751008794898, 2.4132707380404 48.752417382048, 2.4061000494258 48.751075062428, 2.402477641959 48.761677417848, 2.4031776663113 48.768037116966, 2.3987277076702 48.774717240567, 2.4147835524145 48.77727124747))",6417.9
2215,https://www.paruvendu.fr/immobilier/vente/maison/charmante-maison-de-ville/1262926795A1KIVHMN000,Maison,5,100,False,175000,Coulommiers,77120,Coulommiers,77131,77131,Coulommiers,"POLYGON ((3.0847072352871 48.787734840404, 3.0843350158278 48.794073891682, 3.0734108464137 48.796892532453, 3.0701490984093 48.801946236351, 3.073913058534 48.816986649364, 3.0726628424378 48.824778484961, 3.0873424703077 48.83174218016, 3.1060917766965 48.832826913171, 3.1112078273071 48.825513297902, 3.1142099954431 48.811283610098, 3.1048427162437 48.809187691664, 3.1031156897085 48.794493560012, 3.0847072352871 48.787734840404))",1750.0
2223,https://www.paruvendu.fr/immobilier/vente/appartement/f3-le-blanc-mesnil-centre/1262926794A1KIVHAP000,Appartement,3,61,False,235000,Le Blanc-Mesnil,93150,Le Blanc-Mesnil,93007,93007,Blanc-Mesnil,"POLYGON ((2.4560099122257 48.955771579179, 2.4594885661379 48.955049018342, 2.4774006184265 48.944503625634, 2.4829816063384 48.93393080172, 2.4793970138162 48.919771363807, 2.4742647762078 48.918429696058, 2.4690166572785 48.919109797335, 2.4625060951793 48.926270571549, 2.4607999403326 48.932877125716, 2.4549462075187 48.9377903786, 2.4422437738446 48.937217554914, 2.430719615247 48.938889985484, 2.4350287381524 48.945087485418, 2.4475243022066 48.95579842602, 2.4560099122257 48.955771579179))",3852.5
2225,https://www.paruvendu.fr/immobilier/vente/maison/au-rapide-maison-a-villeneuve-le-comte-avec-terrain/1262926793A1KIVHMN000,Maison,8,173,False,564000,Villeneuve-le-Comte,77174,Villeneuve-le-Comte,77508,77508,Villeneuve-le-Comte,"POLYGON ((2.8572265141799 48.78855286763, 2.8609781093585 48.79505257125, 2.8541427436374 48.79859693774, 2.8429020532974 48.791310369494, 2.827032328578 48.790397173039, 2.815399225944 48.797501009278, 2.8032960994241 48.805647063935, 2.8072214712069 48.825907864112, 2.8030314925252 48.829205237782, 2.8135583990718 48.832624330192, 2.8213003435224 48.830179141195, 2.8368920658774 48.829741856074, 2.8411484842769 48.833453777166, 2.8496258718904 48.83018213533, 2.8563663756177 48.82906534071, 2.8649182937723 48.820039555945, 2.875480507139 48.814725049464, 2.8694433561587 48.791464626809, 2.8572265141799 48.78855286763))",3260.1
2226,https://www.paruvendu.fr/immobilier/vente/appartement/a-vendre-charmant-3-pieces-a-trappes/1262926789A1KIVHAP000,Appartement,3,58,False,209475,Trappes,78190,Trappes,78621,78621,Trappes,"POLYGON ((1.9917059605618 48.747566255147, 1.9853864131747 48.751430855969, 1.9734777942807 48.753416764744, 1.9801475025064 48.761975749202, 1.9744474938976 48.76838513124, 1.9751288199704 48.776373720865, 1.9690252717981 48.785185364017, 1.9859339923153 48.79964565138, 1.9864818738102 48.799687175637, 1.9943936680618 48.799118999809, 2.0027466696477 48.794192594748, 2.0190010765026 48.790586348176, 2.0237819129982 48.779597382025, 2.0108411081554 48.775608895723, 2.0112343477997 48.761964622675, 1.9917059605618 48.747566255147))",3611.6
2229,https://www.paruvendu.fr/immobilier/vente/appartement/magnifique-appartement-refait-a-neuf/1262829301A1KIVHAP000,Appartement,3,69,False,279000,Saint-Arnoult-en-Yvelines,78730,Saint-Arnoult-en-Yvelines,78537,78537,Saint-Arnoult-en-Yvelines,"POLYGON ((1.9286383284396 48.581952482858, 1.9330353669278 48.591540461154, 1.9325549071359 48.600942416109, 1.9491780346448 48.598255670762, 1.9557210826841 48.595041402157, 1.9495598741357 48.585168887592, 1.9582989792346 48.575892437367, 1.9626901794469 48.560480721297, 1.9527665939994 48.559466252882, 1.9378900456787 48.562926567593, 1.9341252055215 48.548646295179, 1.9276702717629 48.551546278412, 1.9213180176366 48.556006811143, 1.9021498168719 48.557702674539, 1.8986834167872 48.562525065343, 1.9092586060507 48.566142759784, 1.9141081990686 48.577667239867, 1.9286383284396 48.581952482858))",4043.5
2232,https://www.paruvendu.fr/immobilier/vente/appartement/paris-75015/1262926785A1KIVHAP000,Appartement,1,21,False,260000,Paris,75015,Paris,75115,75115,Paris 15e  Arrondissement,"POLYGON ((2.2897782765961 48.858123113769, 2.3021915203793 48.850344748998, 2.3166281602877 48.846752387477, 2.3246635446251 48.843518038723, 2.3013154184885 48.825125760842, 2.2893937776751 48.828352646104, 2.2790519306533 48.832489952145, 2.2727931901868 48.827920084226, 2.2627915245265 48.833923373524, 2.2724846953815 48.843681568601, 2.2897782765961 48.858123113769))",12381.0
2233,https://www.paruvendu.fr/immobilier/vente/appartement/10mn-gare-de-juvisy-sur-orge/1262926568A1KIVHAP000,Appartement,3,70,False,175000,Athis-Mons,91200,Athis-Mons,91027,91027,Athis-Mons,"POLYGON ((2.4005806703887 48.701769326045, 2.3899176244148 48.69186153675, 2.3719056376151 48.698130938255, 2.3596904966732 48.699536633911, 2.3538687146855 48.701778211799, 2.3563098602347 48.70559347429, 2.3714529756241 48.707637756333, 2.3707040678761 48.720171411205, 2.3867469186816 48.719975201473, 2.4110164293164 48.726050022829, 2.4142655674791 48.717814439082, 2.4062314618937 48.712965331676, 2.4005806703887 48.701769326045))",2500.0
2234,https://www.paruvendu.fr/immobilier/vente/appartement/cergy-95800/1262926505A1KIVHAP000,Appartement,5,94,False,359000,Cergy,95800,Cergy,95127,95127,Cergy,"POLYGON ((2.0808724284734 49.018999293449, 2.0729806228898 49.018391870657, 2.0382287258997 49.033730303037, 2.0342738545631 49.038123715288, 2.0158320937275 49.039872297113, 1.9999717141728 49.051764949259, 2.010602357655 49.056123398793, 2.024082079128 49.054236477898, 2.0277597352368 49.056500864522, 2.0547181332174 49.054995793914, 2.072217775606 49.047163323341, 2.0805850257845 49.041565240863, 2.0857187418349 49.028582650202, 2.0906610442773 49.023964820269, 2.0808724284734 49.018999293449))",3819.1
2236,https://www.paruvendu.fr/immobilier/prestige/appartement/duplex-de-108m2-avec-box-quartier-mairie-d-asnieres/1262925180A1KIVHAP000,Appartement,5,108,False,770000,Asnières-sur-Seine,92600,Asnières-sur-Seine,92004,92004,Asnières-sur-Seine,"POLYGON ((2.2730393470107 48.933837649862, 2.2843703357838 48.930235818272, 2.2859480936706 48.922680314727, 2.3008304863433 48.914709405165, 2.3177488401014 48.920817897531, 2.3220153126855 48.918671199655, 2.3198186224138 48.915937453257, 2.3137528853936 48.914015216252, 2.2873947275247 48.903641514692, 2.2842744091473 48.902285620694, 2.2759875959395 48.906675754828, 2.2663940990819 48.906292729204, 2.276868225636 48.916249772776, 2.2733089177318 48.926851735489, 2.2730393470107 48.933837649862))",7129.6
