,id_local,code_insee,nom_ville,departement,code_postal,geometry
184,219.0,78208,Élancourt,78,78990,"POLYGON ((1.9365112238762 48.779934466554, 1.9412419875117 48.791543518834, 1.9491373415113 48.790000489643, 1.9610204014421 48.791953670108, 1.967483283066 48.800239618187, 1.9859339923153 48.79964565138, 1.9690252717981 48.785185364017, 1.9751288199704 48.776373720865, 1.9744474938976 48.76838513124, 1.9801475025064 48.761975749202, 1.9734777942807 48.753416764744, 1.9677985133335 48.756994504219, 1.9665333979405 48.762832847856, 1.9519429127576 48.759371344758, 1.9491026831518 48.766311022281, 1.9365112238762 48.779934466554))"
188,451.0,94015,Bry-sur-Marne,94,94360,"POLYGON ((2.5250374182062 48.827253343789, 2.5210221573331 48.829292367994, 2.504674437316 48.829721326984, 2.5165210469115 48.831833831741, 2.5111931978699 48.845494027483, 2.5136731962666 48.850163641187, 2.5156528292213 48.85138308574, 2.5313232159076 48.844429712931, 2.5366531651588 48.838509377922, 2.5316602951241 48.829360581102, 2.5250374182062 48.827253343789))"
189,145.0,77407,Saint-Fargeau-Ponthierry,77,77310,"POLYGON ((2.5567387819182 48.529996474096, 2.5400080296999 48.517598638052, 2.5277060960002 48.515034220298, 2.5138173417487 48.509526640489, 2.5044375391255 48.516552455384, 2.497606443179 48.51723625801, 2.4995247172499 48.525234550232, 2.5108180265073 48.543116722691, 2.4993099514474 48.542908700128, 2.5203213885107 48.567285466865, 2.531591384175 48.57365785437, 2.5426940239362 48.572335519696, 2.5478955662123 48.568514294406, 2.5466547039455 48.563419867268, 2.5315144442073 48.553152935888, 2.5305345061402 48.544254996782, 2.5374885419243 48.539658420307, 2.5489856479877 48.537292612695, 2.5567387819182 48.529996474096))"
190,39.0,77063,La Celle-sur-Morin,77,77515,"POLYGON ((2.955290867206 48.783157080343, 2.9525214580674 48.790460751166, 2.961488835644 48.794054272521, 2.9636985260655 48.811115905384, 2.9720323440268 48.82083745999, 2.9831789000313 48.823968380754, 2.9824887561316 48.802480873351, 2.9821947414335 48.77437624594, 2.9718934824691 48.772723890942, 2.9645567493329 48.784547030768, 2.955290867206 48.783157080343))"
191,105.0,77268,Magny-le-Hongre,77,77700,"POLYGON ((2.8036251396138 48.877008114584, 2.8156447019576 48.880196380206, 2.828655501566 48.878471057425, 2.8232186828896 48.872651825853, 2.8276202243698 48.864176820091, 2.8356398945773 48.860952355996, 2.8345081605089 48.85937518771, 2.8302971679297 48.860041082668, 2.8102310227206 48.854903691161, 2.7983842275766 48.856204525541, 2.8002127523266 48.862722277027, 2.8036251396138 48.877008114584))"
193,41.0,77071,Chaintreaux,77,77460,"POLYGON ((2.8621256433929 48.217518782574, 2.8633094968188 48.214770421919, 2.8567407453158 48.210349193424, 2.8498233789077 48.19779122274, 2.8377529898642 48.166011253301, 2.8278683738136 48.165514051752, 2.8103101281336 48.160994354465, 2.7989459318842 48.168273053171, 2.7809734452263 48.167363753381, 2.7850295726523 48.170180430077, 2.7863071109577 48.181910869306, 2.7937630514294 48.192762248983, 2.7910498812432 48.197898023405, 2.767551866901 48.210799432819, 2.7951591474609 48.22175501342, 2.7983682642009 48.215651008063, 2.8084302074529 48.208754691035, 2.8258594044185 48.202478638614, 2.8360068091489 48.208128548588, 2.8621256433929 48.217518782574))"
194,49.0,77107,Chaumes-en-Brie,77,77390,"POLYGON ((2.7955864681477 48.657069259875, 2.8059457511069 48.659238129642, 2.8101433832015 48.664245076416, 2.803656973528 48.67794607495, 2.8154165871531 48.683322951134, 2.8287615872411 48.682384936501, 2.8343537426128 48.678576422193, 2.8459680989692 48.678122471835, 2.849836770817 48.685072136597, 2.8652414864715 48.681275036614, 2.8888054392695 48.68325116326, 2.8961013839408 48.681124227367, 2.8989476006264 48.674512930067, 2.8922640505353 48.673262218571, 2.8894687620168 48.664408886501, 2.8822023792919 48.657942799187, 2.870211031137 48.659602471977, 2.862162075736 48.656581985257, 2.8487291072205 48.655214675099, 2.8466979708682 48.650154293433, 2.8244168413604 48.648225634551, 2.8051509648584 48.641876782638, 2.8181235258924 48.649824475284, 2.8044334866264 48.652629873498, 2.7955864681477 48.657069259875))"
198,235.0,78310,Houdan,78,78550,"POLYGON ((1.5875973267999 48.77360593191, 1.5803992974877 48.777559499888, 1.5756742997058 48.790504096814, 1.5834240899801 48.807168828475, 1.5794386712489 48.808896255432, 1.590475898546 48.817333784666, 1.6087084980917 48.819839250179, 1.619636572019 48.808429923514, 1.6200545860936 48.801381772374, 1.6067290305153 48.79594346895, 1.6177409649232 48.788903148713, 1.6018517147932 48.781074170203, 1.5914751694757 48.780140912881, 1.5875973267999 48.77360593191))"
201,552.0,95572,Saint-Ouen-l'Aumône,95,95310,"POLYGON ((2.1160598435697 49.023162639608, 2.1037541145589 49.033282230425, 2.0957966553459 49.03607044241, 2.1051671240843 49.049532754931, 2.1270053033237 49.063997146022, 2.1415710915795 49.06645528969, 2.1523590956592 49.059568470341, 2.150476609573 49.047682933902, 2.1562244094132 49.042746294224, 2.1557696084834 49.036311881431, 2.1286798554957 49.022869116849, 2.1223901350739 49.029340961563, 2.1160598435697 49.023162639608))"
203,320.0,91216,Épinay-sur-Orge,91,91360,"POLYGON ((2.3187353132108 48.665640910235, 2.3094435497417 48.6570466161, 2.3037387563925 48.667929851728, 2.3000729366579 48.669592254984, 2.305157102512 48.678312954964, 2.3149289217746 48.680157693803, 2.3264106694076 48.68650514336, 2.3325887743239 48.679934930364, 2.3381199780472 48.667372819069, 2.3254651303579 48.668922785662, 2.3187353132108 48.665640910235))"
204,555.0,95582,Sannois,95,95110,"POLYGON ((2.2746219582146 48.964139579874, 2.2622228190132 48.96245963703, 2.2488913822928 48.964772539184, 2.2257328909673 48.971025374495, 2.2287583236511 48.972876677285, 2.2364602543627 48.973870184381, 2.2423863554471 48.983597302252, 2.2468044128189 48.97985992748, 2.2734206535732 48.976705829781, 2.2746219582146 48.964139579874))"
205,496.0,95063,Bezons,95,95870,"POLYGON ((2.2060953569669 48.940654951382, 2.2211846194098 48.934715158112, 2.231140371461 48.927732507513, 2.22039813682 48.92061341599, 2.2005910092695 48.908679329899, 2.2037015884478 48.914390956152, 2.1991897981313 48.91896898705, 2.2017498367798 48.930528727477, 2.1989282039477 48.935252831528, 2.2060953569669 48.940654951382))"
206,259.0,78466,Orgeval,78,78630,"POLYGON ((1.9818808321495 48.900293730595, 1.9704406767821 48.894453490021, 1.9618812399812 48.892899232485, 1.9537511754625 48.895658788253, 1.9340944912497 48.904635600993, 1.9359543974303 48.911022310306, 1.9420140990486 48.913828912162, 1.9612679135994 48.934236230315, 1.9697467919581 48.944680485306, 1.9784874856141 48.94551521887, 1.9823402139174 48.930734247991, 1.9998303893253 48.92804410259, 2.0086194939276 48.920699413883, 1.9922378086191 48.910982913998, 1.9818808321495 48.900293730595))"
207,376.0,91671,Villeneuve-sur-Auvers,91,91580,"POLYGON ((2.2705941239991 48.479156973317, 2.2667675577427 48.471203913093, 2.2750593689736 48.462997812055, 2.2658902021751 48.458477366788, 2.2625901511515 48.450555175345, 2.2556351433739 48.447089427472, 2.248523225695 48.449646452589, 2.248656559019 48.455830698005, 2.2426892074028 48.46192217534, 2.2313217551763 48.468160226948, 2.233806735995 48.476705902305, 2.2473934558918 48.477433333369, 2.2647758636634 48.481940582306, 2.2705941239991 48.479156973317))"
208,349.0,91425,Montlhéry,91,91310,"POLYGON ((2.2730066612857 48.651908671963, 2.2800371943381 48.643561518958, 2.2836781590089 48.62974690589, 2.2815798340986 48.627004178693, 2.2707257003627 48.635656506669, 2.2529345293488 48.639347690701, 2.2485163458219 48.645600413352, 2.2578820663796 48.650146834496, 2.2730066612857 48.651908671963))"
210,361.0,91549,Sainte-Geneviève-des-Bois,91,91700,"POLYGON ((2.3187353132108 48.665640910235, 2.3201682190511 48.660083848357, 2.3368642753836 48.650307585417, 2.3553927825455 48.641226998347, 2.3499480028781 48.620184463931, 2.330492582328 48.620230504445, 2.3285233302608 48.634342964755, 2.3168062677647 48.639603336163, 2.3090429286916 48.645540388899, 2.2978523802457 48.644413537163, 2.29893376923 48.650121959758, 2.3094435497417 48.6570466161, 2.3187353132108 48.665640910235))"
212,309.0,91130,Chalo-Saint-Mars,91,91780,"POLYGON ((2.0017092779174 48.395601204614, 2.0053988688127 48.401178170711, 2.0205019759433 48.415344093874, 2.0190767088014 48.421104906472, 2.0208963431005 48.437416390758, 2.0384933899219 48.445877101383, 2.0552482687028 48.446277967852, 2.0633723152568 48.443060276774, 2.0686009179182 48.435540376176, 2.0808128351615 48.430198720043, 2.1064903270938 48.427778548491, 2.1106914137692 48.421814504759, 2.1010421072926 48.420681921775, 2.094551360579 48.41291665315, 2.0767725819953 48.412234368194, 2.0787022434927 48.406000844811, 2.0716137110459 48.392589163766, 2.050595454505 48.385113275833, 2.0373806070515 48.392362937684, 2.0223610271013 48.395760694302, 2.0017092779174 48.395601204614))"
213,123.0,77330,Nanteuil-lès-Meaux,77,77100,"POLYGON ((2.9243015521186 48.930496991203, 2.9146262119882 48.926410535253, 2.9141404690424 48.916428309665, 2.9063754111579 48.914128446527, 2.891630029377 48.913659184113, 2.8803973619494 48.916505490481, 2.8818241302817 48.930524681447, 2.8794366530663 48.94306602649, 2.8984315693679 48.935978623967, 2.9167067230281 48.940474601094, 2.9220646740084 48.937742675213, 2.9243015521186 48.930496991203))"
214,129.0,77352,Ozouer-le-Voulgis,77,77390,"POLYGON ((2.7443910205892 48.661985060585, 2.7622970892302 48.667854309094, 2.7730524696709 48.680004592883, 2.7856705257426 48.677790974601, 2.800056924034 48.685241918306, 2.803656973528 48.67794607495, 2.8101433832015 48.664245076416, 2.8059457511069 48.659238129642, 2.7955864681477 48.657069259875, 2.7865904802988 48.660046058348, 2.7801129017372 48.657381720795, 2.7746268748885 48.650346511866, 2.7652856804874 48.645227484622, 2.7542439206703 48.646839595839, 2.7459003664878 48.651476943918, 2.7412794765912 48.654455090143, 2.7443910205892 48.661985060585))"
215,351.0,91433,Morigny-Champigny,91,91150,"POLYGON ((2.2359203145962 48.397303163776, 2.2328159984565 48.396536362884, 2.2199853778872 48.399356002083, 2.2076008847489 48.411570123937, 2.1955210785729 48.427521357895, 2.1734640861922 48.43812911145, 2.1698834881466 48.451921401531, 2.1648421431838 48.454093840057, 2.1680709301652 48.466966489797, 2.161583165177 48.4747308284, 2.1891701769579 48.475183295524, 2.1932189935643 48.480346997618, 2.2098723448606 48.471735916742, 2.2230992525108 48.457355757529, 2.2394787316341 48.443929916276, 2.2323300674349 48.437316257984, 2.2449664588725 48.435438735819, 2.2461372929129 48.422718376089, 2.2439247152722 48.413312430742, 2.2359203145962 48.397303163776))"
216,465.0,94043,Le Kremlin-Bicêtre,94,94270,"POLYGON ((2.3642042811729 48.816398323996, 2.3672229478006 48.808032065507, 2.3477839079735 48.80149602923, 2.3448620289972 48.805407706013, 2.3564647458137 48.815954893718, 2.3642042811729 48.816398323996))"
219,377.0,91687,Viry-Châtillon,91,91170,"POLYGON ((2.3718809960816 48.685708105734, 2.3858966707851 48.683483824116, 2.3880639522468 48.678440754954, 2.3963381622416 48.673537542833, 2.37989392464 48.663432762062, 2.3657714904211 48.646213842917, 2.3624964391927 48.64795761408, 2.3649624659437 48.655607620484, 2.3554708976021 48.670809526976, 2.3718809960816 48.685708105734))"
220,304.0,91105,Breuillet,91,91650,"POLYGON ((2.1814630960467 48.564053049724, 2.1634538126407 48.562994889395, 2.1388507291921 48.565293229194, 2.1295530964815 48.570086989232, 2.1417921887965 48.575209122657, 2.1534358413594 48.577137589079, 2.1660226849531 48.580932760771, 2.1880588898858 48.578444879074, 2.199095124567 48.58008584019, 2.1985201224833 48.575665021561, 2.1814630960467 48.564053049724))"
221,142.0,77390,Roissy-en-Brie,77,77680,"POLYGON ((2.7050188123898 48.781543989492, 2.6981954032701 48.778194713603, 2.6657020711415 48.782072725962, 2.6719840059217 48.775395071031, 2.6632521434438 48.773037747344, 2.6491201966462 48.774792269768, 2.6373548698212 48.778146053317, 2.6242453432539 48.791626948516, 2.6348682543548 48.791420641033, 2.6349639251013 48.796229023023, 2.6274511178322 48.802854033499, 2.6281438610397 48.804609069091, 2.6433764115855 48.807451626643, 2.6534131693958 48.806792229659, 2.6560375526666 48.802780520498, 2.6761097624313 48.801286974946, 2.6806278564985 48.795152803019, 2.6930034858398 48.794667191265, 2.7050188123898 48.781543989492))"
222,306.0,91115,Bruyères-le-Châtel,91,91680,"POLYGON ((2.2020180725158 48.6284236569, 2.2029686516757 48.628379646794, 2.1976217374124 48.624768952802, 2.1977975533744 48.618609120965, 2.2133388076239 48.606808087296, 2.2022334202909 48.598090289936, 2.2032102023626 48.58443143984, 2.2136303554468 48.582516282674, 2.199095124567 48.58008584019, 2.1880588898858 48.578444879074, 2.1660226849531 48.580932760771, 2.1534358413594 48.577137589079, 2.1475186005807 48.583781068612, 2.1734664072337 48.587693762886, 2.1767669539999 48.593811258992, 2.1719104373033 48.6041199239, 2.1779872765753 48.614042817814, 2.1764651552709 48.621371771753, 2.1845267921975 48.628034430627, 2.2020180725158 48.6284236569))"
223,463.0,94041,Ivry-sur-Seine,94,94200,"POLYGON ((2.3711660804846 48.803985830563, 2.3672229478006 48.808032065507, 2.3642042811729 48.816398323996, 2.3900720145113 48.82569232682, 2.4093609378413 48.816675787287, 2.4088902175713 48.808463007472, 2.3942552313772 48.800238582074, 2.3868918231477 48.800295474842, 2.3756714908057 48.805917054142, 2.3711660804846 48.803985830563))"
224,247.0,78380,Maule,78,78580,"POLYGON ((1.8538840278315 48.925911436697, 1.8712389454901 48.923728859162, 1.8782359302544 48.918992895314, 1.8746613130055 48.908544720155, 1.8693036019237 48.903886779168, 1.8628625828313 48.902965096358, 1.8580535122575 48.896876408341, 1.8585165651395 48.890937690529, 1.8355255394962 48.885172446919, 1.8211000701541 48.88996355897, 1.8056637679859 48.898802711877, 1.8050321899621 48.912469743874, 1.8081087740697 48.918324748912, 1.8179651045882 48.922735775715, 1.8289716115108 48.926693132416, 1.840973095537 48.921170816711, 1.8538840278315 48.925911436697))"
227,550.0,95563,Saint-Leu-la-Forêt,95,95320,"POLYGON ((2.2531469375701 49.04141520843, 2.2582743730786 49.040010050229, 2.2557791873416 49.024963353895, 2.2584892333585 49.017116411538, 2.2523326033946 49.001848797389, 2.250354016497 49.000679131022, 2.245959911748 49.005204456198, 2.2239424664173 49.011809293435, 2.2312448930605 49.014871411618, 2.2403261172632 49.023873834057, 2.2427074169043 49.029446958642, 2.2530138086999 49.035933701995, 2.2531469375701 49.04141520843))"
228,191.0,78015,Andrésy,78,78570,"POLYGON ((2.0247240984757 48.995611550644, 2.0450868518523 48.995393134687, 2.0517994137471 48.991815105004, 2.0718783877318 48.993389351529, 2.0743941292526 48.984803642495, 2.0554131164112 48.97005759484, 2.0488529397465 48.959204291142, 2.0353154462803 48.961462206412, 2.0336524591394 48.96577175102, 2.0405178856984 48.970471736641, 2.0424895027025 48.979416535777, 2.0383912621693 48.984269562145, 2.0270868053066 48.98868921353, 2.0247240984757 48.995611550644))"
229,523.0,95288,Groslay,95,95410,"POLYGON ((2.3443053525085 48.97791099011, 2.3351570198407 48.980966648117, 2.3374782845728 48.992747904911, 2.349032996103 48.9932194016, 2.3611821876108 48.986589856812, 2.365689651454 48.988835797591, 2.3642502868705 48.978717071486, 2.3443053525085 48.97791099011))"
230,511.0,95210,Enghien-les-Bains,95,95880,"POLYGON ((2.2986199686098 48.966348852881, 2.2930195616439 48.971612634255, 2.2978629208058 48.975074460179, 2.3070214529553 48.977593483281, 2.3108464872473 48.971932212686, 2.3131712998317 48.962218212702, 2.2986199686098 48.966348852881))"
232,417.0,93007,Le Blanc-Mesnil,93,93150,"POLYGON ((2.4560099122257 48.955771579179, 2.4594885661379 48.955049018342, 2.4774006184265 48.944503625634, 2.4829816063384 48.93393080172, 2.4793970138162 48.919771363807, 2.4742647762078 48.918429696058, 2.4690166572785 48.919109797335, 2.4625060951793 48.926270571549, 2.4607999403326 48.932877125716, 2.4549462075187 48.9377903786, 2.4422437738446 48.937217554914, 2.430719615247 48.938889985484, 2.4350287381524 48.945087485418, 2.4475243022066 48.95579842602, 2.4560099122257 48.955771579179))"
233,542.0,95488,Pierrelaye,95,95480,"POLYGON ((2.1936175278657 49.005746350851, 2.1820766554947 49.000735884398, 2.1607836036994 49.012532669875, 2.1547299691458 49.005244071538, 2.1383601357297 49.014159703606, 2.1286798554957 49.022869116849, 2.1557696084834 49.036311881431, 2.1683044671307 49.031611882704, 2.1831631662758 49.02542559071, 2.1752842146614 49.017594268555, 2.1811552694638 49.01202141742, 2.1970956940697 49.00754837119, 2.1936175278657 49.005746350851))"
238,202.0,78118,Buchelay,78,78200,"POLYGON ((1.6862172278405 48.978492337351, 1.6772946170588 48.9768617889, 1.6659666477127 48.97028257738, 1.663791967932 48.969641408962, 1.6543322840281 48.982034843397, 1.6640449487572 48.994878065831, 1.675788698218 48.994570272866, 1.6906538052741 48.989489402372, 1.7025504858494 48.989238229926, 1.6862172278405 48.978492337351))"
239,337.0,91338,Limours,91,91470,"POLYGON ((2.0539072999773 48.659174462807, 2.0618275748551 48.662429528549, 2.0765944176664 48.66038325979, 2.092300368516 48.663305048885, 2.0971034654518 48.666290186966, 2.1004154295755 48.659434715618, 2.1196361395077 48.651898016928, 2.1150474790224 48.646270694368, 2.1221368147596 48.640980751495, 2.1179321186535 48.637817476769, 2.0998782473606 48.641018866416, 2.0941357212774 48.63628778938, 2.0637370918095 48.627896463948, 2.0426267040344 48.626364017473, 2.0416155775877 48.626892027204, 2.0625265554038 48.64812961837, 2.049003636747 48.650165185316, 2.0539072999773 48.659174462807))"
241,31.0,77040,Boissise-le-Roi,77,77310,"POLYGON ((2.5588041662797 48.490563065678, 2.5609546616905 48.503189831245, 2.5509273598146 48.509071737552, 2.5558940194551 48.514595039342, 2.5674838592468 48.514171792221, 2.5723242730363 48.519673226828, 2.56345396809 48.523001848416, 2.5567387819182 48.529996474096, 2.5489856479877 48.537292612695, 2.5608914777961 48.535652264832, 2.5814445405281 48.52815011825, 2.5878370844369 48.520576344473, 2.5857105506996 48.514807967956, 2.5764582373083 48.510480686256, 2.5778579212475 48.50176314337, 2.5831038130355 48.495414259885, 2.5797905444585 48.492013760523, 2.5588041662797 48.490563065678))"
242,184.0,77514,Villeparisis,77,77270,"POLYGON ((2.6433467453421 48.953352969841, 2.6358317802026 48.942183209232, 2.6364618240764 48.933096261826, 2.6162147083845 48.924786809146, 2.6025997962059 48.929356607315, 2.6031883743191 48.937542806414, 2.5959331868831 48.938608477411, 2.5919093847247 48.949349108138, 2.6113971280261 48.954967646657, 2.6175595820925 48.953290574224, 2.6433467453421 48.953352969841))"
244,357.0,91494,Le Plessis-Pâté,91,91220,"POLYGON ((2.3384486206491 48.590499060229, 2.3265914268932 48.592944133581, 2.3299606486532 48.597657025843, 2.3208343962935 48.608669777577, 2.3214776024897 48.615456003856, 2.3289333664074 48.619511094709, 2.330492582328 48.620230504445, 2.3499480028781 48.620184463931, 2.3593844556496 48.618071315085, 2.3621955121314 48.601483565945, 2.3562876933924 48.597165414621, 2.3417935340179 48.594088842729, 2.3384486206491 48.590499060229))"
245,307.0,91122,Bures-sur-Yvette,91,91440,"POLYGON ((2.1415669174145 48.685931272748, 2.1430859843101 48.693873132991, 2.1568421302977 48.70479570728, 2.1707559333802 48.706658932747, 2.1757463443818 48.700283746093, 2.1742423384302 48.690288926967, 2.1662389875644 48.692740153047, 2.1608503527765 48.689105252728, 2.1612889993982 48.675567138074, 2.1415669174145 48.685931272748))"
246,358.0,91514,Quincy-sous-Sénart,91,91480,"POLYGON ((2.5431073302003 48.686765874152, 2.541114507009 48.680567157571, 2.5475678752629 48.671776941658, 2.5448201812671 48.67118451862, 2.5336146170614 48.657334981367, 2.5290141231899 48.660713369965, 2.5181575417026 48.660371345788, 2.5042417079223 48.671807033867, 2.5142537483543 48.674421663897, 2.5212857768004 48.681453438309, 2.5293504318707 48.678115206605, 2.5376735144797 48.685831970303, 2.5431073302003 48.686765874152))"
249,515.0,95229,Ézanville,95,95460,"POLYGON ((2.3404868382668 49.038434057233, 2.3498295333656 49.040298681023, 2.3519832187743 49.044723572685, 2.3698421476023 49.054523526558, 2.3829018278351 49.042019771582, 2.3714328881912 49.031512507529, 2.3638671644524 49.021851139374, 2.3546419004882 49.026607290241, 2.3431661392302 49.034004884291, 2.3404868382668 49.038434057233))"
251,521.0,95277,Gonesse,95,95500,"POLYGON ((2.4857556238582 48.999333431466, 2.4839918568891 48.996522083893, 2.4959175364575 48.988544478289, 2.5018765918412 48.978534817722, 2.5005212403687 48.97528292774, 2.4960054328348 48.972719183153, 2.4673269472292 48.964338344645, 2.4594885661379 48.955049018342, 2.4560099122257 48.955771579179, 2.4520517759287 48.962592412843, 2.4367301469072 48.977959746342, 2.4322965994862 48.979760712264, 2.4205943524611 48.996286677111, 2.4165339707095 48.998499787887, 2.4251187010434 49.013986228226, 2.4432328053001 49.012646357289, 2.4446863165653 49.006345989349, 2.4573463692803 49.001997720206, 2.4670045646387 48.994452452348, 2.4798089512138 48.994999620935, 2.4834987603771 48.999247305498, 2.4857556238582 48.999333431466))"
253,488.0,94081,Vitry-sur-Seine,94,94400,"POLYGON ((2.3711660804846 48.803985830563, 2.3756714908057 48.805917054142, 2.3868918231477 48.800295474842, 2.3942552313772 48.800238582074, 2.4088902175713 48.808463007472, 2.4109918187151 48.803832546638, 2.4226739248417 48.791772029944, 2.4147835524145 48.77727124747, 2.3987277076702 48.774717240567, 2.3751022594717 48.771375189199, 2.3678256238607 48.771903535588, 2.3672764992453 48.779373862747, 2.3757936004449 48.787977423714, 2.3713648055528 48.794953350338, 2.3711660804846 48.803985830563))"
254,47.0,77100,Le Châtelet-en-Brie,77,77820,"POLYGON ((2.832673165348 48.482592345087, 2.8261575556266 48.47811643509, 2.8139987293611 48.481231351377, 2.7916482934706 48.478307400996, 2.7807394921472 48.4913536375, 2.766294549451 48.492884207343, 2.7612806039692 48.501983562945, 2.7585026898116 48.516431650939, 2.7633207021217 48.518167643438, 2.7736372009037 48.513859840348, 2.7847515494401 48.523886535163, 2.7914954176172 48.524294369582, 2.7959096015483 48.521686056543, 2.8110874406413 48.523909716056, 2.8334120361133 48.516266987758, 2.8387558893208 48.516009880567, 2.8400307170364 48.509127082594, 2.8298732355789 48.49977522501, 2.841099202227 48.492491445187, 2.843663234235 48.485009264168, 2.832673165348 48.482592345087))"
256,364.0,91573,Saint-Pierre-du-Perray,91,91280,"POLYGON ((2.4857756294333 48.61531809267, 2.5005021862543 48.616422423051, 2.5114036351097 48.62274451324, 2.5052254394364 48.631850003555, 2.5214067511271 48.631877432539, 2.5182318429154 48.627093611305, 2.5268345542116 48.621417058075, 2.5258420647199 48.613103319179, 2.5406937585523 48.611406555087, 2.5425126002136 48.608796832795, 2.5414489820844 48.59688742971, 2.5333428613649 48.589171157103, 2.5182811370135 48.58325330677, 2.508868668606 48.584030726506, 2.5038094626247 48.59096953092, 2.4991143902669 48.606347265892, 2.4903612112863 48.607357177608, 2.4857756294333 48.61531809267))"
258,279.0,78640,Vélizy-Villacoublay,78,78140,"POLYGON ((2.1681708710131 48.78786375588, 2.1829371404912 48.797227864577, 2.2026391702069 48.798400652391, 2.2115088216259 48.788138691837, 2.223319655228 48.785943206962, 2.2266318840334 48.781582704918, 2.2265538842831 48.776101996393, 2.220072599507 48.771064419968, 2.2099186754479 48.769192527247, 2.1974751412363 48.775399320528, 2.1906630467798 48.77503226756, 2.1827084641375 48.775067156769, 2.1765566456339 48.779952005931, 2.1619319681926 48.782228413893, 2.1681708710131 48.78786375588))"
259,155.0,77437,Saint-Soupplets,77,77165,"POLYGON ((2.7869725289236 49.047938884808, 2.8085083184917 49.054415831963, 2.8211607369484 49.05351099784, 2.8336557033704 49.04482416408, 2.8371122953377 49.041745658692, 2.8252669027782 49.026508678224, 2.8063558089451 49.014587921436, 2.8006441510317 49.017485656727, 2.7931017284316 49.023679985364, 2.7724223812447 49.027890313407, 2.7691422885371 49.036134012853, 2.7605099721122 49.042952615539, 2.7712249335611 49.046424505666, 2.7869725289236 49.047938884808))"
260,340.0,91347,Longpont-sur-Orge,91,91310,"POLYGON ((2.29893376923 48.650121959758, 2.2978523802457 48.644413537163, 2.2927129692086 48.626155079726, 2.2902173692121 48.61886386319, 2.2825441573042 48.617733035696, 2.2760262314333 48.621968216343, 2.2815798340986 48.627004178693, 2.2836781590089 48.62974690589, 2.2800371943381 48.643561518958, 2.2730066612857 48.651908671963, 2.2761172775259 48.660224737241, 2.2913295139412 48.657579839956, 2.29893376923 48.650121959758))"
261,179.0,77501,Villecerf,77,77250,"POLYGON ((2.8592276554334 48.311609628967, 2.8428703743443 48.313614318937, 2.8339232408 48.317562670141, 2.8084313510741 48.321183316786, 2.8160189913209 48.33063784049, 2.8267603686629 48.333561900648, 2.8442261696571 48.340905262952, 2.8622637397884 48.33998832296, 2.8709362613953 48.344159209145, 2.8793449402021 48.340967837251, 2.8684477176348 48.33383867369, 2.8742066212292 48.318645202226, 2.8677639350516 48.310064753263, 2.8592276554334 48.311609628967))"
262,436.0,93062,Le Raincy,93,93340,"POLYGON ((2.5109183048268 48.901791502743, 2.5215042098511 48.903662538247, 2.532105690202 48.895233898225, 2.5181957754075 48.891176823628, 2.5125115662804 48.888972989404, 2.5076358962972 48.898516282798, 2.5109183048268 48.901791502743))"
263,143.0,77393,Rozay-en-Brie,77,77540,"POLYGON ((2.9466939405061 48.686932987393, 2.9598794559254 48.691879743902, 2.9705544148304 48.688561181649, 2.9774957703694 48.689961342064, 2.9770626830956 48.676920933189, 2.9735205879089 48.671366908502, 2.9560019141513 48.679112405262, 2.9466939405061 48.686932987393))"
266,330.0,91312,Igny,91,91430,"POLYGON ((2.2128995246405 48.728794473189, 2.2175027518525 48.735630982123, 2.204033360406 48.736919903525, 2.2264095985787 48.750031734761, 2.2380217218083 48.735559546863, 2.2354559869132 48.727557716777, 2.2244540698749 48.725920761193, 2.2128995246405 48.728794473189))"
267,293.0,91027,Athis-Mons,91,91200,"POLYGON ((2.4005806703887 48.701769326045, 2.3899176244148 48.69186153675, 2.3719056376151 48.698130938255, 2.3596904966732 48.699536633911, 2.3538687146855 48.701778211799, 2.3563098602347 48.70559347429, 2.3714529756241 48.707637756333, 2.3707040678761 48.720171411205, 2.3867469186816 48.719975201473, 2.4110164293164 48.726050022829, 2.4142655674791 48.717814439082, 2.4062314618937 48.712965331676, 2.4005806703887 48.701769326045))"
272,501.0,95127,Cergy,95,95800,"POLYGON ((2.0808724284734 49.018999293449, 2.0729806228898 49.018391870657, 2.0382287258997 49.033730303037, 2.0342738545631 49.038123715288, 2.0158320937275 49.039872297113, 1.9999717141728 49.051764949259, 2.010602357655 49.056123398793, 2.024082079128 49.054236477898, 2.0277597352368 49.056500864522, 2.0547181332174 49.054995793914, 2.072217775606 49.047163323341, 2.0805850257845 49.041565240863, 2.0857187418349 49.028582650202, 2.0906610442773 49.023964820269, 2.0808724284734 49.018999293449))"
273,43.0,77083,Champs-sur-Marne,77,77420,"POLYGON ((2.5738417937528 48.853385173417, 2.5831356251086 48.857208607635, 2.5873261857605 48.865005030869, 2.6000162628121 48.866326054875, 2.6112674199449 48.855776235173, 2.6126510841835 48.847113822154, 2.6105060429874 48.830370024217, 2.586279531474 48.834252121862, 2.5738417937528 48.853385173417))"
