,id_local,code_insee,nom_ville,departement,code_postal,geometry
274,372.0,91662,Villeconin,91,91580,"POLYGON ((2.1514829146754 48.501504704193, 2.1390889698902 48.487999982056, 2.1486501753777 48.480689025107, 2.1372401035491 48.476480842681, 2.1277437930765 48.467294253013, 2.1209154917382 48.467641547945, 2.1195687871339 48.474696661502, 2.1229858026885 48.482196341114, 2.1216831390645 48.491385703951, 2.1070580352648 48.493415146635, 2.1012859819485 48.499929185274, 2.1071245279098 48.509157691431, 2.1128922808861 48.515246467985, 2.1080278125163 48.521171047295, 2.1224168254344 48.529423398977, 2.1435590764449 48.522762026681, 2.1501701523809 48.509422948384, 2.1514829146754 48.501504704193))"
280,69.0,77159,Donnemarie-Dontilly,77,77520,"POLYGON ((3.1514398652195 48.478136319022, 3.1389165838328 48.472758463589, 3.1414216824433 48.465033211548, 3.1452315277473 48.457904519673, 3.1281229832551 48.456685435998, 3.1020432182142 48.463281546519, 3.0961749762916 48.473443093763, 3.1066529668506 48.47917994946, 3.1018004736755 48.487386798988, 3.0885779498369 48.498942823361, 3.0887527574888 48.505460227193, 3.1060599490911 48.502440511017, 3.1110949354993 48.49762039136, 3.1228077539986 48.488553512008, 3.1380363826821 48.485833487691, 3.1514398652195 48.478136319022))"
281,124.0,77333,Nemours,77,77140,"POLYGON ((2.6918931702829 48.287161461386, 2.7145205394651 48.273515984353, 2.7276621748766 48.256995068459, 2.7381433501069 48.248621254327, 2.7184192401124 48.240056906536, 2.7088906972175 48.239839473576, 2.707060860505 48.242385806181, 2.6987117641245 48.251628837505, 2.689304717675 48.265662364308, 2.6918931702829 48.287161461386))"
282,187.0,77521,Villiers-sur-Morin,77,77580,"POLYGON ((2.8563663756177 48.82906534071, 2.8496258718904 48.83018213533, 2.8525949137779 48.840011118953, 2.8605678658839 48.844133332328, 2.8648348426497 48.860638156586, 2.862597708882 48.871666600791, 2.8630065809755 48.871709337001, 2.8765144176779 48.865775983602, 2.8862122089764 48.861799827803, 2.8844823167654 48.852676354102, 2.8755486272147 48.840960818107, 2.8739068976571 48.833616007095, 2.8563663756177 48.82906534071))"
283,165.0,77469,Touquin,77,77131,"POLYGON ((3.0181291327746 48.71566814273, 3.0095831833266 48.712391599458, 3.0044902402477 48.724653829265, 2.9992005961629 48.728009661975, 3.0094004529097 48.739233136142, 3.0137780685666 48.750857578879, 3.0204147972454 48.74911178169, 3.0323479259243 48.750965518521, 3.0468643008724 48.744599194439, 3.0620030362467 48.728253493254, 3.0620542353304 48.722140973345, 3.0512563803534 48.723204724988, 3.0277897033467 48.722039643672, 3.0181291327746 48.71566814273))"
284,401.0,92049,Montrouge,92,92120,"POLYGON ((2.314145699673 48.822290535442, 2.3318980606376 48.817010929642, 2.3290632572873 48.813783346799, 2.3190467533966 48.80995107629, 2.3026851018086 48.811116810274, 2.3001505122596 48.811347534043, 2.314145699673 48.822290535442))"
287,140.0,77387,Remauville,77,77710,"POLYGON ((2.8563804594325 48.221545656113, 2.8621256433929 48.217518782574, 2.8360068091489 48.208128548588, 2.8258594044185 48.202478638614, 2.8084302074529 48.208754691035, 2.7983682642009 48.215651008063, 2.7951591474609 48.22175501342, 2.8064129719887 48.231331423725, 2.809091345722 48.24033979514, 2.8289385908498 48.233768567996, 2.8563804594325 48.221545656113))"
288,410.0,92073,Suresnes,92,92150,"POLYGON ((2.2236156896039 48.882763625779, 2.2341637892586 48.877730484583, 2.2317363597469 48.86906858161, 2.225670292257 48.859404562396, 2.2035582947436 48.860628271362, 2.211237554024 48.867935165388, 2.2077596044291 48.874229260014, 2.2236156896039 48.882763625779))"
289,108.0,77284,Meaux,77,77100,"POLYGON ((2.8794366530663 48.94306602649, 2.8720366624397 48.943971994085, 2.8771438006232 48.949746011189, 2.8696628056248 48.955883537518, 2.8627338311132 48.955031418295, 2.8684005923559 48.96201675886, 2.8724162082728 48.970118679912, 2.8798980928785 48.976757293217, 2.8910632018221 48.979132005453, 2.9031827606665 48.974986195282, 2.9289939713605 48.958378381293, 2.9441536299065 48.957772220784, 2.9349784070111 48.950269725384, 2.9167067230281 48.940474601094, 2.8984315693679 48.935978623967, 2.8794366530663 48.94306602649))"
292,482.0,94075,Villecresnes,94,94440,"POLYGON ((2.5295814714706 48.706182162116, 2.5190795979889 48.712638843537, 2.5157481028347 48.728940405475, 2.5100603137322 48.734664596594, 2.5169677715921 48.738483856957, 2.5308331953971 48.727515682121, 2.5365044256113 48.728216016832, 2.5536545981604 48.722405348381, 2.5540239735906 48.71544323342, 2.5295814714706 48.706182162116))"
298,522.0,95287,Grisy-les-Plâtres,95,95810,"POLYGON ((2.0300797439428 49.130900498831, 2.0357306658383 49.141049672428, 2.0413521487702 49.145947257397, 2.0585507064844 49.153244624041, 2.0673934089766 49.143361827741, 2.0674009306388 49.13982286623, 2.0580081094912 49.12685320481, 2.0501633650636 49.12174904536, 2.0501631141532 49.109429561414, 2.0439429851094 49.108201460735, 2.039229491283 49.111564571901, 2.0376245907692 49.121651190097, 2.0300797439428 49.130900498831))"
300,405.0,92062,Puteaux,92,92800,"POLYGON ((2.2236156896039 48.882763625779, 2.2337839378819 48.895671660315, 2.2411672996089 48.890886559366, 2.2537610153392 48.886891719068, 2.2457037884056 48.876459232476, 2.2317363597469 48.86906858161, 2.2341637892586 48.877730484583, 2.2236156896039 48.882763625779))"
301,414.0,93001,Aubervilliers,93,93300,"POLYGON ((2.365846786 48.901609465126, 2.3670748512368 48.920876378532, 2.374736219567 48.923679239377, 2.3995016552246 48.922096355769, 2.4075419872793 48.917912396276, 2.3894416378177 48.901152013806, 2.3702905140491 48.901653595285, 2.365846786 48.901609465126))"
305,525.0,95313,L'Isle-Adam,95,95290,"POLYGON ((2.2360203040071 49.087445752819, 2.2060468359684 49.086832523597, 2.2082261130644 49.091058609766, 2.208971546771 49.093619848842, 2.2091983036586 49.112418233276, 2.2174527479679 49.124161982574, 2.2350466747776 49.130342487643, 2.2623499474695 49.124157015743, 2.2567892554812 49.113358305481, 2.2604492279974 49.100772104505, 2.2508724519107 49.090782508122, 2.2497196464961 49.085390212178, 2.2360203040071 49.087445752819))"
306,211.0,78158,Le Chesnay,78,78150,"POLYGON ((2.1126748696983 48.828504932281, 2.1205388932484 48.836024413214, 2.1261249102964 48.835046343009, 2.1458671766002 48.836895096745, 2.148481478956 48.828486428999, 2.1397286229429 48.823565233709, 2.136219503616 48.815775378782, 2.1284523482341 48.815463580105, 2.1141359635827 48.821083996171, 2.1126748696983 48.828504932281))"
308,251.0,78402,Mézières-sur-Seine,78,78970,"POLYGON ((1.7859385274231 48.968039777622, 1.7922671549085 48.969740465748, 1.8068595761166 48.971018786152, 1.8086686547944 48.955740878109, 1.7949904162612 48.945604330764, 1.79083881406 48.931781647562, 1.7833388166254 48.925620609333, 1.7781351266852 48.935362674794, 1.7686113469422 48.942371961584, 1.7635984142151 48.944191025293, 1.7557555568903 48.957957236294, 1.7629239038893 48.966808108805, 1.7859385274231 48.968039777622))"
310,62.0,77142,Crécy-la-Chapelle,77,77580,"POLYGON ((2.907826174581 48.839165292425, 2.9115588596689 48.844203478712, 2.9248258027567 48.848205574725, 2.9268815945629 48.85534029618, 2.9162880125345 48.857962969795, 2.9067834178315 48.855441440757, 2.8862122089764 48.861799827803, 2.8765144176779 48.865775983602, 2.8817295579017 48.869459440702, 2.8876204617647 48.866107082759, 2.8981154685902 48.865293604281, 2.9155961660982 48.868580707899, 2.9322314786813 48.873674179488, 2.9406115835245 48.879916208041, 2.9439074782018 48.882146266144, 2.9540127685517 48.866715775533, 2.9597562654291 48.862481173755, 2.9695428438502 48.855562006108, 2.9729030013408 48.846331237629, 2.9504855137991 48.840292241587, 2.9271077817901 48.838811666793, 2.918541882799 48.835554137622, 2.907826174581 48.839165292425))"
311,194.0,78049,Bazemont,78,78580,"POLYGON ((1.9011387959335 48.929467658666, 1.8835835261046 48.91717127701, 1.8782359302544 48.918992895314, 1.8712389454901 48.923728859162, 1.8538840278315 48.925911436697, 1.8522361690048 48.934347807341, 1.8568528573785 48.944036533366, 1.8699224343316 48.947143572572, 1.8847987659316 48.940505473592, 1.8859378262291 48.934938336284, 1.8937447334888 48.932945756047, 1.9011387959335 48.929467658666))"
312,528.0,95355,Magny-en-Vexin,95,95420,"POLYGON ((1.8360299411688 49.140353881743, 1.8132467819272 49.141009863748, 1.7965069235231 49.14739325459, 1.7836942271679 49.144742253395, 1.7739415380882 49.152298021911, 1.7698578023134 49.161129407463, 1.7799142019171 49.163762896137, 1.7962303991493 49.163242869051, 1.7979304219266 49.177010664123, 1.7935781739594 49.180270622446, 1.7970165835968 49.185232334586, 1.8143979645085 49.176162362964, 1.8265758315348 49.179516758866, 1.8370818782543 49.171698986367, 1.8340636818164 49.165118575975, 1.8362961323642 49.148270983109, 1.8406613931429 49.143024180214, 1.8360299411688 49.140353881743))"
315,402.0,92050,Nanterre,92,92000,"POLYGON ((2.1742824947702 48.89906687854, 2.2005910092695 48.908679329899, 2.22039813682 48.92061341599, 2.2239863988558 48.918098848983, 2.2290994841599 48.906027032338, 2.2316290145216 48.900651830427, 2.2337839378819 48.895671660315, 2.2236156896039 48.882763625779, 2.2077596044291 48.874229260014, 2.1888907001829 48.885910447962, 2.1693486998328 48.895814931109, 2.1742824947702 48.89906687854))"
316,362.0,91552,Saint-Germain-lès-Arpajon,91,91180,"POLYGON ((2.2577346423748 48.613363008367, 2.2577456117651 48.606082103449, 2.2681154782718 48.606178682946, 2.2844708810936 48.596973098667, 2.2903348574827 48.590779646413, 2.2904298680085 48.581063100592, 2.2606798645277 48.592321808938, 2.2579043855434 48.591241251525, 2.2502736575021 48.593535001037, 2.242894790003 48.603689326931, 2.2363704931126 48.61253796548, 2.2514961320179 48.614842397567, 2.2577346423748 48.613363008367))"
319,492.0,95051,Beauchamp,95,95250,"POLYGON ((2.1831631662758 49.02542559071, 2.2053977075355 49.019563456034, 2.2024195337419 49.00899207769, 2.2149448592629 49.003478677702, 2.2132424118472 49.001724794035, 2.1970956940697 49.00754837119, 2.1811552694638 49.01202141742, 2.1752842146614 49.017594268555, 2.1831631662758 49.02542559071))"
321,498.0,95091,Bouffémont,95,95570,"POLYGON ((2.3219494120683 49.050753235377, 2.3245472270672 49.045083167946, 2.31481011433 49.038904468537, 2.2994574904558 49.035148939164, 2.2944038121197 49.030240240737, 2.2747729042536 49.036441142902, 2.2766795051646 49.041834389356, 2.2850102268381 49.049125524793, 2.3098503990316 49.048189972474, 2.3219494120683 49.050753235377))"
322,526.0,95323,Jouy-le-Moutier,95,95280,"POLYGON ((2.0076268510903 49.008236526447, 2.0141493732399 49.013745204523, 2.0108364475218 49.020657522111, 2.0210728038188 49.021051668217, 2.0405984606661 49.025683950188, 2.0644261289366 49.008208904929, 2.0498584568979 49.003200683684, 2.023617846671 48.997900197633, 2.0144337197287 49.00106609648, 2.0076268510903 49.008236526447))"
324,138.0,77382,Quincy-Voisins,77,77860,"POLYGON ((2.8503233609322 48.906550863, 2.8674630475082 48.915148365309, 2.8939171708253 48.909427436076, 2.896442280415 48.91019043494, 2.9043458595868 48.898177194082, 2.9038228414929 48.891127236636, 2.8953884598586 48.884010327453, 2.8846625585694 48.881453656209, 2.8770195314619 48.881623211704, 2.8716399135095 48.888442344656, 2.8475266972326 48.897723547409, 2.8503233609322 48.906550863))"
328,360.0,91534,Saclay,91,91400,"POLYGON ((2.1349745033773 48.737136538566, 2.1388928256305 48.743121136894, 2.1384211955586 48.74615342302, 2.1506777536849 48.753710336104, 2.1605126243942 48.752014252613, 2.1680122718546 48.756836536461, 2.1820123672797 48.757574558863, 2.1895215895924 48.75415928309, 2.1826038350561 48.7414325064, 2.1902338205345 48.739285322608, 2.1826580210797 48.727716923459, 2.2034622767258 48.721045886051, 2.1934850570769 48.718696902911, 2.1832977888465 48.718189569488, 2.1716814710683 48.714803007769, 2.1550988109552 48.71805980093, 2.1438596867349 48.723121128321, 2.1419204979648 48.733005032263, 2.1349745033773 48.737136538566))"
335,115.0,77307,Montévrain,77,77144,"POLYGON ((2.7721704893348 48.854357937038, 2.7744239978472 48.851037391869, 2.7523437778708 48.85067626349, 2.7531090992164 48.861144199441, 2.7454961616447 48.862087827778, 2.729658111331 48.869096564375, 2.7309719217432 48.880775282129, 2.7348863305317 48.882704031493, 2.7477067318626 48.884098675135, 2.7502481450339 48.878202761155, 2.7649073072407 48.869604457609, 2.7646544805346 48.863708939553, 2.7721704893348 48.854357937038))"
342,322.0,91232,La Ferté-Alais,91,91590,"POLYGON ((2.3857532399275 48.473322035067, 2.350588839185 48.476971899984, 2.3485591257401 48.472073038121, 2.3441660818227 48.476298760334, 2.346602149738 48.486690383711, 2.366159200057 48.491047997927, 2.3880630428473 48.484558687675, 2.391371961456 48.480691084035, 2.3857532399275 48.473322035067))"
343,408.0,92071,Sceaux,92,92330,"POLYGON ((2.309697914061 48.78489766196, 2.3142751147243 48.776823882747, 2.3124381271337 48.772163320624, 2.3054409625983 48.769014432104, 2.2902548977764 48.766600144572, 2.2795781166078 48.782487507987, 2.2819845942728 48.783163964499, 2.3033091819404 48.785399331235, 2.309697914061 48.78489766196))"
348,230.0,78269,Gazeran,78,78125,"POLYGON ((1.7859794841518 48.67455715278, 1.7872771486661 48.664111016879, 1.7651866722205 48.652292147907, 1.7730834596829 48.638387722196, 1.785981474639 48.637144371495, 1.8010939491322 48.639514919023, 1.8177359797963 48.634567045778, 1.8250899328513 48.635216442632, 1.8275521483848 48.619217055414, 1.8100077336982 48.611229919214, 1.7940285338553 48.6094858235, 1.7855165707454 48.605299734325, 1.7751674666092 48.603689541021, 1.7750903841327 48.598286488561, 1.7632031245924 48.599969132509, 1.7664193238325 48.604507838413, 1.7526658985248 48.60860627633, 1.7607891530969 48.621734675225, 1.7556387904967 48.633754645399, 1.7411332866441 48.637952736049, 1.7294954082097 48.646164026528, 1.7374943648565 48.652460772106, 1.7594840874875 48.664893704219, 1.7663755236527 48.673790080075, 1.7722474013013 48.67674012037, 1.7859794841518 48.67455715278))"
349,161.0,77462,Thieux,77,77230,"POLYGON ((2.6241007143311 49.007028491242, 2.627438296274 49.012210217576, 2.6515552511545 49.019652464036, 2.6597456902779 49.029299978502, 2.6696915037214 49.033091728527, 2.675863270818 49.026065236272, 2.6830242700061 49.024013524581, 2.679332372009 49.013420216514, 2.6830781297952 49.011827792672, 2.6811494333859 49.009362473537, 2.6844879323319 48.996449697549, 2.6917171327697 48.986533050546, 2.6742086632736 48.984022017355, 2.6688904549753 48.995728768534, 2.6616806868632 49.000115695674, 2.6477259268747 48.998670077344, 2.6241007143311 49.007028491242))"
350,400.0,92048,Meudon,92,92190,"POLYGON ((2.2055079612116 48.809200070282, 2.2203156949819 48.815545696912, 2.2253321048442 48.823021690884, 2.232638353852 48.822737823569, 2.2361072489474 48.821548554448, 2.2518651077193 48.816386741829, 2.2521179650907 48.809106809788, 2.2410673431056 48.801927382124, 2.2367830737694 48.796128595014, 2.2352046131447 48.786143087334, 2.2266318840334 48.781582704918, 2.223319655228 48.785943206962, 2.2115088216259 48.788138691837, 2.2026391702069 48.798400652391, 2.2055079612116 48.809200070282))"
352,74.0,77175,Évry-Grégy-sur-Yerre,77,77166,"POLYGON ((2.6372002445201 48.623615998273, 2.6293993694642 48.625019505754, 2.6292025808169 48.63824252844, 2.6193984646931 48.64098747055, 2.6151582715048 48.646897940245, 2.6076823599679 48.646058618518, 2.6135287604713 48.651755328035, 2.6196204911847 48.651522170267, 2.6126375803428 48.663573495669, 2.5976604564217 48.666370746923, 2.6042862085903 48.672967214502, 2.6141693050518 48.672955533267, 2.6225862768943 48.680569523108, 2.6384242529858 48.682328488283, 2.6431466176367 48.665903043225, 2.6540293998818 48.670368647235, 2.6587354993028 48.652189287272, 2.6728307434684 48.655296966566, 2.6786221299145 48.651819116627, 2.6805669888987 48.640343223746, 2.6520576739679 48.634418425885, 2.6372002445201 48.623615998273))"
357,480.0,94070,Santeny,94,94440,"POLYGON ((2.5946737376888 48.73180600135, 2.5852087623188 48.727242137595, 2.5735833044455 48.71309971947, 2.5681304477411 48.708975920929, 2.5540239735906 48.71544323342, 2.5536545981604 48.722405348381, 2.5562020142671 48.730579947485, 2.5717233374613 48.743026283917, 2.5701727435471 48.751154177651, 2.5771184760019 48.755086940177, 2.5893726493515 48.76153171451, 2.5975493852329 48.76057109667, 2.6023411143901 48.753730034287, 2.5961922065253 48.747316344161, 2.5858204453665 48.741487637605, 2.5946737376888 48.73180600135))"
358,312.0,91161,Chilly-Mazarin,91,91380,"POLYGON ((2.2938011369687 48.705113001358, 2.2939306457168 48.712124265139, 2.3017360140889 48.719677152597, 2.319191467139 48.721254031103, 2.3239937705383 48.718243847904, 2.3250480878698 48.710918269314, 2.3236263394326 48.698324781941, 2.3161461345442 48.691986659645, 2.3055485391254 48.692919355189, 2.3016822322042 48.698478071076, 2.3036463346245 48.704959497893, 2.2938011369687 48.705113001358))"
359,168.0,77477,Ury,77,77760,"POLYGON ((2.589228275059 48.358130289231, 2.5919752604684 48.351197667648, 2.6037281964722 48.354768003705, 2.6266607245028 48.352241449414, 2.6145740689411 48.330519702353, 2.6062320950779 48.33007388749, 2.5854430964615 48.324859221428, 2.5769541039862 48.329755177217, 2.5784300405442 48.339043730696, 2.589228275059 48.358130289231))"
363,292.0,91021,Arpajon,91,91290,"POLYGON ((2.241594919574 48.578528249865, 2.2380736531682 48.576137167125, 2.2348929821959 48.588969877365, 2.2373316025492 48.599641781522, 2.242894790003 48.603689326931, 2.2502736575021 48.593535001037, 2.2579043855434 48.591241251525, 2.241594919574 48.578528249865))"
